date,Deutschland,USA,Afghanistan,Ägypten,Albanien,Algerien,Andorra,Angola,Anguilla,Antigua und Barbuda,Äquatorialguinea,Argentinien,Armenien,Aruba,Aserbaidschan,Äthiopien,Australien,Bahamas,Bahrain,Bangladesch,Barbados,Belarus,Belgien,Belize,Benin,Bermuda,Bhutan,Bolivien,Bosnien,Botswana,Brasilien,Britische Jungferninseln,Brunei,Bulgarien,Burkina Faso,Burundi,Cayman Islands,Chile,China,Costa Rica,Curaçao,Dänemark,Dominica,Dominikanische Republik,DR Kongo,Dschibuti,Ecuador,El Salvador,Elfenbeinküste,Eritrea,Estland,Eswatini,Falkland Inseln,Färöer Inseln,Fiji,Finnland,Frankreich,Französisch-Polynesien,Gabun,Gambia,Georgien,Ghana,Gibraltar,Grenada,Griechenland,Grönland,Großbritannien,Guam,Guatemala,Guernsey,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,Indien,Indonesien,Irak,Iran,Irland,Island,Isle of Man,Israel,Italien,Jamaika,Japan,Jemen,Jersey,Jordanien,Kambodscha,Kamerun,Kanada,Kap Verde,Kasachstan,Katar,Kenia,Kirgisistan,Kolumbien,Komoren,Kongo,Kosovo,Kroatien,Kuba,Kuwait,Laos,Lesotho,Lettland,Libanon,Liberia,Libyen,Liechtenstein,Litauen,Luxemburg,Madagaskar,Malawi,Malaysia,Malediven,Mali,Malta,Marokko,Marshallinseln,Mauretanien,Mauritius,Mexiko,Moldawien,Monaco,Mongolei,Montenegro,Montserrat,Mosambik,Myanmar,Namibia,Nepal,Neu-Kaledonien,Neuseeland,Nicaragua,Niederlande,Niger,Nigeria,Nördliche Marianen,Nordmazedonien,Norwegen,Oman,Österreich,Osttimor,Pakistan,Palästina,Panama,Papua-Neuguinea,Paraguay,Peru,Philippinen,Polen,Portugal,Puerto Rico,Ruanda,Rumänien,Russland,Saint Lucia,Salomon-Inseln,Sambia,San Marino,São Tomé und Príncipe,Saudi-Arabien,Schweden,Schweiz,Senegal,Serbien,Seychellen,Sierra Leone,Simbabwe,Singapur,Slowakei,Slowenien,Somalia,Spanien,Sri Lanka,St. Kitts und Nevis,St. Martin,St. Vincent Grenadines,Südafrika,Sudan,Südkorea,Südsudan,Surinam,Syrien,Tadschikistan,Taiwan,Tansania,Thailand,Togo,Trinidad Tobago,Tschad,Tschechien,Tunesien,Türkei,Turks-und Caicosinseln,Uganda,Ukraine,Ungarn,Uruguay,US Jungferninseln,Usbekistan,Vanuatu,Vatikan,Venezuela,Vereinigte Arabische Emirate,Vietnam,Westsahara,Zentralafrikanische Republik,Zypern
2020-03-21,25,5,0,0,1,0,96,0,0,1,0,0,5,2,0,0,3,1,5,0,2,0,27,0,0,3,0,0,2,0,0,0,9,1,0,0,5,2,0,2,1,8,0,0,0,0,2,0,0,0,15,0,0,158,0,5,13,5,0,0,0,0,30,0,3,4,7,8,0,2,0,0,1,0,0,0,0,0,10,12,82,1,7,49,0,0,0,11,1,0,0,2,0,0,5,0,0,0,0,0,1,2,0,1,0,0,5,1,0,0,78,2,73,0,0,3,1,0,11,0,0,0,1,0,1,51,0,2,20,0,0,0,0,1,1,0,13,0,0,0,3,21,1,24,0,0,0,4,0,0,1,0,1,9,0,0,1,0,1,0,0,226,0,1,8,43,0,1,7,0,0,3,2,10,0,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,6
2020-03-22,27,7,0,0,1,0,113,0,0,0,0,0,6,2,0,0,3,1,6,0,5,1,30,0,0,3,0,0,3,0,0,0,10,2,0,0,5,3,0,2,1,9,0,1,0,0,3,0,0,0,14,0,0,183,0,6,15,6,0,0,0,0,30,0,3,4,8,9,0,2,0,0,1,0,0,0,0,0,10,13,94,2,8,54,0,0,0,11,1,0,0,3,1,0,5,0,0,0,0,0,1,4,0,2,0,0,5,2,0,0,83,3,103,0,0,3,1,0,14,0,0,0,1,1,1,33,0,2,20,0,0,0,0,1,1,0,15,0,0,0,3,19,1,27,0,0,0,5,0,0,1,0,1,11,0,0,1,0,0,0,0,171,0,1,9,55,0,1,5,0,0,4,2,10,0,57,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,7,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,7
2020-03-23,29,10,0,0,2,0,142,0,0,0,0,0,6,2,0,0,6,1,7,0,6,1,32,0,0,10,0,0,3,0,1,0,9,2,0,0,5,3,0,2,1,9,1,2,0,0,4,0,0,0,12,0,0,218,0,7,16,6,0,0,1,0,45,1,3,4,9,16,0,26,0,0,0,0,0,0,0,0,9,15,109,2,10,58,0,0,0,14,1,0,0,3,1,0,3,0,0,0,0,0,1,5,0,2,0,0,6,2,0,0,102,5,117,0,0,3,0,0,16,0,0,0,2,1,2,33,0,3,20,0,0,0,0,2,2,0,18,0,0,0,5,20,1,31,0,0,0,6,0,0,1,0,1,13,0,0,2,0,0,0,0,154,0,1,9,56,0,2,4,0,0,4,2,9,0,63,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,8,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,7
2020-03-24,31,13,0,0,2,0,156,0,0,0,1,1,6,9,1,0,6,1,7,0,6,0,40,0,0,10,0,0,3,0,1,0,9,2,0,0,5,3,0,2,3,9,1,2,0,0,5,0,0,0,11,0,0,220,0,8,20,8,0,0,1,0,45,1,3,7,11,17,0,31,0,0,0,0,0,0,0,0,10,18,109,15,14,60,0,0,0,17,1,0,0,3,1,0,2,0,0,0,0,0,3,6,0,2,0,0,8,2,0,0,102,6,129,0,0,3,0,0,15,0,0,0,3,1,2,39,0,4,20,0,0,0,0,2,3,0,19,0,0,0,6,23,1,39,0,0,0,6,0,0,1,0,2,17,0,0,2,0,0,0,0,247,0,1,10,68,0,2,3,0,0,5,2,9,0,74,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,3,0,8,1,2,0,0,0,1,4,16,0,0,0,0,1,0,0,0,9
2020-03-25,34,15,0,0,2,0,197,0,0,2,1,1,6,14,1,0,8,1,9,0,6,0,47,0,0,10,0,0,4,0,1,0,11,2,0,0,5,4,0,3,3,10,3,3,0,0,6,0,0,0,11,0,0,214,1,9,22,9,0,0,1,0,45,1,3,7,13,19,0,36,0,0,0,0,0,0,0,0,10,21,112,27,18,62,0,0,0,17,1,0,0,4,1,0,3,0,1,1,0,0,2,8,0,1,0,0,7,3,0,0,104,7,156,0,0,3,0,0,16,0,0,0,3,1,2,42,0,7,20,0,0,0,0,3,4,0,22,0,0,0,6,24,1,45,0,0,0,8,0,0,1,0,2,19,0,0,3,0,0,0,0,241,0,2,11,72,0,3,3,0,0,5,2,10,0,85,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,4,0,9,1,2,3,0,0,2,4,16,0,0,0,0,1,0,0,0,10
2020-03-26,36,18,0,0,3,1,177,0,0,2,1,1,6,16,1,0,9,1,10,0,6,0,53,1,0,10,0,0,4,0,1,0,9,2,0,0,5,5,0,3,3,10,10,3,0,1,6,0,0,0,11,0,0,175,1,9,24,8,0,0,1,0,77,1,4,9,16,20,0,47,0,0,0,0,0,0,0,0,12,24,136,27,23,64,0,0,0,17,1,0,0,7,1,0,3,0,1,1,0,0,3,8,0,1,0,0,8,3,0,0,68,9,183,0,0,3,0,0,17,0,0,0,4,1,3,42,0,7,20,0,0,0,0,5,5,0,25,0,0,0,6,28,1,48,0,0,0,11,0,0,1,0,2,23,0,0,3,0,1,0,0,287,0,2,13,79,0,3,1,0,0,4,2,12,0,95,0,4,2,0,1,0,1,0,1,0,0,1,0,1,0,4,0,11,1,3,3,0,0,2,4,16,0,0,0,0,2,0,0,0,8
2020-03-27,38,22,0,0,4,1,196,0,13,6,1,1,7,23,1,0,10,2,12,0,8,0,59,1,0,21,0,0,5,0,1,7,9,2,1,0,8,5,0,3,2,13,15,4,0,1,7,0,0,0,20,0,0,140,0,10,27,10,0,0,1,0,74,6,4,7,18,22,0,51,0,0,0,0,0,0,0,1,13,26,132,31,23,65,0,0,0,25,1,0,0,8,1,0,3,0,1,1,0,0,4,10,0,1,0,0,8,3,0,0,81,9,180,0,0,4,0,0,15,1,0,0,6,1,3,42,0,9,100,0,0,0,0,5,6,0,29,0,0,0,7,30,1,55,0,0,1,13,0,1,1,0,2,27,0,0,4,0,1,0,0,267,0,2,14,80,0,4,1,0,0,4,2,12,0,105,0,4,2,0,1,0,1,0,1,0,0,1,0,1,0,4,0,13,1,4,5,0,0,2,4,16,0,0,491,0,2,0,0,0,10
2020-03-28,40,26,0,0,4,1,252,0,13,6,1,1,7,23,1,0,10,1,11,0,6,0,66,1,0,24,0,0,5,0,1,7,9,2,1,0,8,6,0,3,3,14,15,5,0,1,7,0,0,0,22,1,0,131,0,10,30,5,0,0,1,0,134,6,4,12,21,22,0,54,0,0,0,0,1,0,0,1,15,29,135,33,27,65,0,0,0,37,1,0,0,10,1,1,3,0,1,1,0,0,4,11,1,2,0,0,9,3,0,0,68,10,183,0,0,4,0,0,15,1,0,0,6,1,3,42,0,10,80,0,0,0,0,5,8,0,32,0,0,0,7,35,2,57,0,0,1,14,0,1,1,1,3,32,2,0,5,1,1,0,0,209,0,2,16,85,0,5,0,0,0,6,3,14,0,111,0,4,5,0,2,0,1,0,1,0,0,1,0,1,0,4,0,13,1,6,5,0,0,2,4,18,0,0,491,0,3,0,0,0,11
2020-03-29,41,30,0,0,4,1,289,0,13,6,1,1,8,23,1,0,11,2,10,0,4,0,69,1,0,32,0,1,5,0,1,7,9,2,1,0,8,7,0,4,3,15,15,6,0,1,7,0,0,0,25,1,0,129,0,13,34,6,0,0,1,0,136,8,5,14,24,24,0,59,0,0,0,0,1,0,0,1,18,33,137,35,32,64,0,1,0,45,1,0,0,11,0,1,4,0,1,1,0,0,4,11,1,1,0,0,9,3,0,0,65,10,189,0,0,4,1,0,12,1,0,0,7,1,4,45,0,11,80,0,0,0,0,4,9,0,35,0,0,0,8,36,2,59,0,0,1,15,0,1,1,1,3,38,3,0,6,1,1,0,0,212,0,2,18,83,0,7,0,0,0,6,2,15,0,114,0,4,5,0,2,0,1,0,1,0,0,1,0,1,0,2,0,16,1,8,13,0,1,3,4,21,0,0,613,0,3,0,0,0,11
2020-03-30,41,33,0,0,4,1,290,0,13,6,1,1,10,43,1,0,9,3,10,0,6,0,71,1,0,26,0,1,6,0,1,7,9,2,1,0,8,8,0,4,4,17,14,6,0,2,6,0,1,0,27,0,0,90,0,11,36,6,0,0,1,0,148,7,5,14,27,17,0,43,0,0,0,0,1,0,0,1,20,35,127,47,37,64,1,1,0,45,2,0,0,13,0,1,5,0,1,1,0,0,4,12,1,2,0,0,12,3,0,0,42,12,188,0,0,4,1,0,10,1,0,0,6,1,4,45,0,10,80,0,0,0,0,4,9,0,39,0,0,0,7,37,2,58,0,0,1,16,0,1,2,1,3,42,4,0,7,1,4,0,0,226,0,2,19,85,0,8,1,0,0,7,3,15,0,117,0,13,5,0,2,0,1,0,1,0,0,1,0,1,0,2,0,16,2,10,13,0,1,3,4,29,0,0,613,0,4,0,0,0,14
2020-03-31,43,36,0,0,4,1,311,0,13,6,0,1,10,36,2,0,11,3,11,0,6,0,75,1,0,34,0,1,7,0,1,10,8,2,1,0,14,9,0,3,2,19,14,6,0,2,6,0,1,0,27,0,0,103,0,11,37,5,0,0,1,0,160,7,5,11,29,19,0,39,0,0,0,0,1,0,0,1,22,36,139,34,36,63,1,1,0,42,2,0,0,15,0,1,7,0,1,1,0,0,3,12,1,2,0,0,10,3,0,0,47,11,181,0,0,3,1,0,11,1,0,0,7,1,5,42,0,10,80,0,0,0,0,3,11,0,41,0,0,3,7,35,2,58,0,0,1,17,0,1,2,2,3,42,6,0,7,1,4,0,0,122,0,3,21,87,1,8,3,0,0,6,3,15,0,118,0,13,5,0,2,0,1,0,0,0,0,0,0,1,0,2,0,17,2,11,13,0,1,3,5,12,0,0,613,0,4,0,0,0,13
2020-04-01,44,41,0,0,4,1,278,0,13,4,0,1,10,36,2,0,9,3,11,0,6,1,79,1,0,42,0,1,8,0,2,10,6,3,1,0,17,10,0,3,3,22,13,7,0,3,7,0,0,0,28,0,0,97,0,11,45,4,0,0,1,0,160,7,5,11,32,22,0,57,0,0,1,0,1,0,0,1,24,39,136,34,35,61,1,1,0,58,1,0,0,18,1,1,9,0,1,1,0,0,3,12,1,2,0,0,10,2,0,0,55,12,176,0,0,4,1,0,12,1,0,0,8,1,6,42,0,10,80,0,0,0,0,2,10,0,41,0,0,10,9,35,2,55,0,0,1,17,0,0,2,1,4,49,8,0,8,1,6,0,0,125,0,2,24,86,1,9,3,0,0,6,3,16,0,115,0,15,12,0,1,0,1,0,0,0,0,0,0,1,0,2,0,18,2,14,10,0,1,3,4,12,0,0,613,0,4,0,0,0,16
2020-04-02,44,45,0,0,4,1,265,0,13,4,0,1,13,34,3,0,9,4,9,0,9,1,82,0,0,42,0,1,9,0,2,10,6,3,1,0,29,10,0,3,3,24,7,8,0,2,9,0,0,0,28,0,0,84,0,10,47,4,1,0,1,0,128,8,5,9,35,24,0,74,0,0,2,0,2,0,0,1,25,38,135,50,38,60,1,1,0,58,1,0,1,17,0,1,11,0,1,1,0,0,3,13,1,3,0,0,12,2,0,0,55,11,161,0,0,3,1,0,12,1,0,0,8,1,7,51,0,11,80,0,0,0,0,1,10,0,42,0,0,10,9,33,2,54,0,1,1,17,0,0,2,2,4,51,10,0,8,1,5,0,0,81,0,2,25,86,1,11,3,0,0,7,3,15,0,112,0,11,33,1,1,0,1,0,0,0,0,0,0,1,0,2,0,18,2,16,10,0,2,3,4,12,0,0,613,0,5,0,0,0,21
2020-04-03,45,48,0,0,4,1,268,0,7,2,0,1,14,30,3,0,8,4,11,0,7,2,83,0,0,32,0,1,10,0,2,3,4,3,1,0,34,11,0,3,2,26,1,8,0,3,10,1,0,0,24,0,0,76,0,10,45,3,1,0,1,0,157,3,6,7,39,20,0,88,0,0,2,0,2,0,0,1,25,41,145,53,42,57,1,1,0,45,1,0,1,19,0,1,14,0,1,1,0,1,3,13,1,3,0,0,11,2,0,0,50,13,168,0,0,3,1,0,13,1,0,0,7,1,8,51,0,12,0,0,0,0,0,0,9,0,42,0,0,14,7,33,2,46,0,1,1,19,0,0,3,2,5,53,11,0,9,2,5,0,0,78,0,3,28,88,1,11,3,0,0,8,4,15,0,108,0,11,50,1,1,0,1,0,0,0,0,0,0,1,0,2,0,17,2,18,8,0,2,3,3,15,0,0,123,0,7,0,0,0,24
2020-04-04,44,53,0,0,4,2,226,0,7,8,0,1,13,32,3,0,9,4,11,0,7,3,84,1,0,29,0,1,11,0,3,3,4,3,1,0,32,11,0,3,2,29,4,8,0,3,10,1,0,0,29,0,30,72,1,11,47,3,1,0,2,0,119,4,6,2,41,22,0,121,0,1,2,0,2,0,0,1,22,44,133,100,52,55,1,1,0,61,1,0,2,21,0,1,14,0,1,1,0,1,3,12,2,3,0,0,11,2,0,0,39,15,164,0,0,4,1,0,13,1,0,0,7,2,10,45,0,16,0,0,0,0,0,1,9,0,41,0,0,14,10,31,2,43,0,1,1,21,0,1,3,2,5,55,11,0,10,2,5,0,0,81,0,2,30,83,1,15,3,0,0,7,3,15,0,105,0,13,47,5,1,0,1,0,0,0,0,0,0,1,0,2,0,18,2,19,8,0,2,3,4,20,0,0,245,0,9,0,0,0,27
2020-04-05,43,57,0,0,5,2,207,0,7,8,0,2,13,34,3,0,7,4,13,0,9,3,85,1,0,24,0,1,11,0,3,3,3,2,1,0,42,12,0,3,2,32,4,8,0,4,9,1,0,1,29,0,30,53,1,12,46,2,1,0,2,0,125,3,6,0,44,23,0,150,1,1,2,0,2,0,0,1,25,45,127,111,52,53,1,1,0,58,1,0,2,23,0,1,26,0,1,2,0,0,3,12,1,6,0,0,11,2,0,0,42,13,146,0,0,4,1,0,15,2,0,0,7,2,13,45,0,19,20,0,0,0,0,1,8,0,40,0,0,14,12,31,3,39,0,0,1,21,0,1,3,2,5,52,12,0,11,2,5,0,0,102,0,3,31,82,1,14,3,0,0,7,3,14,0,103,0,15,47,5,1,0,1,0,0,0,0,0,0,1,0,2,0,17,2,20,0,0,2,3,4,17,0,0,123,0,11,0,0,0,28
2020-04-06,43,59,0,0,5,2,219,0,7,8,0,2,12,13,4,0,7,4,12,0,8,5,85,1,0,24,0,1,10,0,3,3,2,3,1,0,48,12,0,3,1,34,4,8,0,4,10,1,0,0,32,0,59,45,1,13,45,2,1,0,2,0,113,3,5,2,46,32,0,169,1,1,3,0,2,0,0,1,24,51,131,100,49,52,1,1,0,85,1,0,2,25,0,1,34,0,2,2,0,0,4,12,2,7,0,0,8,1,0,0,42,12,139,0,0,4,0,0,17,1,0,0,9,2,15,48,0,21,20,0,0,0,0,1,8,0,40,1,0,14,11,29,3,36,0,1,2,24,0,1,4,2,6,52,12,0,11,3,3,0,0,107,0,3,32,79,0,17,2,0,0,8,3,13,0,99,0,6,52,5,1,0,1,0,0,0,0,0,0,1,0,2,0,17,2,22,0,0,2,3,3,11,1,0,123,0,12,0,0,0,26
2020-04-07,42,62,1,0,5,2,205,0,7,8,0,1,11,20,4,0,5,5,15,0,9,6,86,1,0,19,0,1,10,0,4,0,2,3,1,0,42,12,0,3,2,36,6,9,0,7,10,1,1,1,30,0,59,31,1,16,45,2,1,0,2,0,119,3,5,2,47,31,0,186,1,2,3,0,2,0,0,1,23,50,133,115,52,51,1,2,0,98,1,0,2,25,0,2,40,0,2,2,0,0,5,11,2,9,0,0,9,1,0,0,36,13,139,0,0,4,0,0,25,2,0,0,9,2,16,48,0,23,20,0,0,0,0,1,6,0,41,1,0,10,14,29,4,30,0,1,3,24,0,1,5,1,6,52,12,0,11,3,3,0,0,139,0,3,31,72,0,20,0,0,0,9,4,12,0,92,0,8,52,5,1,0,1,0,0,0,0,0,0,1,0,1,0,17,2,24,8,0,2,3,3,11,1,0,123,0,15,0,0,0,27
2020-04-08,41,64,1,1,5,2,222,0,7,8,0,2,10,18,4,0,5,5,15,0,10,8,85,1,0,11,0,1,11,0,4,0,1,3,1,0,48,13,0,3,1,38,6,8,0,9,10,1,1,0,30,0,148,31,1,17,39,4,1,0,2,0,131,3,5,2,48,31,0,164,1,1,3,0,1,0,0,1,22,50,126,116,51,49,1,2,0,83,1,0,2,25,0,2,45,0,3,2,0,0,5,10,2,11,0,0,8,1,0,0,26,12,129,0,0,4,0,0,22,2,0,0,10,2,17,51,0,21,20,0,0,0,0,1,7,0,40,1,0,3,13,27,5,28,0,1,3,25,0,1,6,2,7,49,11,0,11,4,1,0,0,142,0,4,34,71,0,22,0,0,0,10,4,12,0,88,0,6,80,6,1,0,1,0,0,0,0,0,0,1,0,1,0,16,2,25,8,0,2,4,3,14,1,0,123,0,17,0,0,0,26
2020-04-09,39,65,1,1,5,2,228,0,7,8,0,1,9,21,5,0,4,5,15,0,6,10,86,1,0,11,0,1,11,0,4,0,1,2,1,0,35,13,0,3,2,40,4,8,0,10,10,1,1,0,31,0,148,23,1,19,37,5,1,0,2,0,151,2,5,2,50,29,0,160,1,1,2,0,1,0,0,1,20,57,111,110,45,48,1,2,0,83,1,0,2,26,0,2,49,0,3,2,0,1,5,9,2,13,0,0,7,1,1,0,18,12,116,0,0,4,0,0,29,2,0,0,9,2,19,42,0,20,80,0,0,0,0,1,6,0,40,1,0,9,13,25,4,25,0,1,3,29,0,1,9,1,7,48,11,0,12,4,1,0,0,209,2,4,36,66,0,23,0,0,0,11,5,12,0,85,0,6,57,5,1,0,1,0,0,0,0,0,0,1,0,1,0,16,2,27,8,0,2,4,2,14,1,0,245,0,18,0,0,0,24
2020-04-10,35,67,1,1,5,2,203,0,0,10,0,2,7,21,5,0,4,4,15,0,7,13,92,2,0,21,0,1,10,0,5,0,0,2,1,0,26,14,0,3,2,39,6,9,0,10,10,1,1,0,26,0,148,14,1,20,41,5,1,0,2,1,104,2,4,2,50,27,0,155,1,1,2,0,2,0,1,1,19,72,92,141,44,47,1,2,0,95,1,0,2,25,0,2,50,0,3,2,0,0,5,10,2,14,0,0,7,1,1,0,10,11,102,0,0,3,0,0,30,2,0,0,11,2,19,42,0,17,80,0,0,0,0,1,5,0,41,1,0,5,15,23,5,24,0,1,2,30,0,1,12,1,7,48,13,0,13,5,1,0,0,255,2,4,36,62,0,24,0,0,0,15,5,11,0,79,0,6,64,9,1,0,1,0,0,0,0,0,0,1,0,1,0,16,2,29,8,0,2,6,2,16,1,0,245,0,19,0,0,0,24
2020-04-11,34,68,1,1,4,1,213,0,0,6,0,2,7,23,5,0,3,5,22,0,8,17,98,2,0,21,0,1,10,0,5,0,1,2,1,0,25,15,0,3,2,36,3,11,0,11,22,1,1,0,22,0,119,10,0,21,39,4,1,0,2,1,95,2,4,2,50,26,0,133,1,1,2,0,1,0,1,1,21,78,87,103,35,46,0,2,0,74,1,0,1,26,0,2,55,0,3,2,0,0,6,10,3,15,0,0,6,2,1,0,13,8,100,0,0,3,0,0,32,2,0,0,10,2,21,48,0,13,80,0,0,0,0,0,4,0,43,1,0,5,14,19,5,23,0,1,2,31,0,1,13,1,7,54,12,0,12,5,1,0,0,270,2,5,35,59,0,23,0,0,0,14,5,11,0,74,0,6,64,5,1,0,1,0,0,0,0,0,0,1,0,1,0,14,2,32,10,0,3,6,2,10,1,0,123,0,20,0,0,0,23
2020-04-12,33,66,1,1,3,1,205,0,0,6,0,2,6,26,5,0,2,5,21,0,6,19,99,2,0,21,0,1,10,0,5,0,0,2,1,0,28,15,0,3,2,33,3,11,0,14,22,1,1,0,22,0,119,6,0,19,38,4,1,0,2,1,92,2,4,2,49,24,1,113,1,1,3,0,1,0,1,1,17,88,76,118,32,46,0,3,0,70,1,0,1,25,0,2,50,0,4,3,0,0,7,10,3,16,0,0,6,1,1,0,8,10,88,0,0,3,0,0,31,2,0,0,10,2,20,45,0,10,60,0,0,0,0,0,4,0,45,2,0,5,13,15,5,23,0,1,2,34,0,0,16,1,7,53,11,0,12,6,1,0,0,282,2,5,35,54,0,25,0,0,0,19,5,10,0,71,0,4,64,5,1,0,1,0,0,0,0,0,0,1,0,1,0,13,2,34,10,0,3,7,2,11,2,0,123,0,22,0,0,0,22
2020-04-13,30,67,1,1,3,1,180,0,0,6,0,1,7,26,5,0,2,5,27,0,5,21,98,2,0,32,0,1,10,0,5,0,0,2,1,0,22,14,0,3,2,31,3,11,0,16,22,1,1,0,16,0,89,6,0,19,37,4,2,0,2,1,77,2,4,0,48,14,0,99,1,1,2,0,1,0,1,1,16,93,60,119,32,45,0,3,0,54,0,0,1,24,1,2,49,0,3,3,0,0,11,10,3,16,0,0,6,2,1,0,5,9,78,0,0,3,0,0,29,2,0,0,8,3,20,39,0,9,100,0,0,0,0,0,3,0,45,1,0,5,17,15,6,22,0,1,1,33,0,0,16,1,7,52,14,0,13,7,1,0,0,261,2,6,37,49,0,25,0,0,0,21,5,10,0,69,0,4,59,5,1,0,0,0,0,0,0,0,0,1,0,1,0,13,1,36,10,0,3,7,2,9,2,0,123,0,23,0,0,0,21
2020-04-14,27,65,1,1,3,1,158,0,0,8,0,1,7,20,5,0,2,4,37,0,4,23,85,3,0,29,0,1,10,0,5,0,0,2,1,0,22,14,0,3,1,28,1,12,0,21,22,1,1,0,17,0,89,2,0,16,35,5,2,0,2,1,59,2,4,0,48,13,1,84,1,0,2,0,1,0,1,1,15,108,42,122,31,45,0,3,0,45,0,0,1,24,1,3,49,0,3,3,0,0,11,10,3,15,0,0,6,1,1,0,8,8,73,0,0,3,0,0,20,2,0,0,6,3,18,36,0,7,100,0,0,0,0,0,3,0,45,1,0,5,14,14,9,20,0,1,0,32,0,1,15,1,7,51,13,0,13,8,1,0,0,229,2,7,37,46,0,27,0,0,0,27,4,9,0,65,0,2,64,5,1,0,0,0,0,0,0,0,0,1,0,1,0,12,1,38,5,0,4,7,2,9,2,0,123,0,24,0,0,0,22
2020-04-15,25,64,1,1,3,1,150,0,0,8,2,2,8,17,5,0,2,3,44,1,3,26,86,3,0,29,0,2,9,0,5,0,0,2,1,0,14,15,0,3,1,25,1,12,0,25,21,1,1,0,17,0,178,0,0,15,38,3,2,0,3,1,47,2,3,0,47,8,1,88,2,0,2,0,1,0,1,1,15,118,38,109,33,45,1,3,0,44,0,0,1,24,1,3,48,0,3,2,0,1,10,10,3,15,0,0,6,1,1,0,8,7,55,0,0,3,0,0,20,2,0,0,4,3,22,30,0,7,100,0,0,0,0,0,2,0,45,1,0,9,15,13,10,18,0,1,1,31,0,1,23,1,6,49,12,0,13,9,1,0,0,270,2,8,34,42,0,29,1,0,0,31,5,8,0,62,0,6,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,38,5,0,4,7,2,6,2,0,123,0,25,0,0,0,23
2020-04-16,23,63,1,1,3,1,143,0,0,8,2,1,8,15,4,0,2,3,52,1,4,28,86,3,0,67,0,2,9,0,6,0,0,2,1,0,23,14,0,2,0,22,1,14,0,31,20,1,1,0,16,0,178,0,0,14,36,1,2,0,2,1,33,2,3,0,45,6,1,65,2,1,2,0,1,0,1,1,14,129,31,113,36,43,2,3,0,44,0,0,0,24,9,3,53,0,3,2,0,1,12,10,3,13,0,0,5,1,1,0,5,6,55,0,0,3,0,0,15,2,0,0,4,4,22,30,0,6,40,0,0,0,0,0,2,0,44,1,0,3,17,13,10,16,0,1,1,29,0,1,22,1,6,48,12,0,13,11,1,0,0,244,0,9,34,42,0,32,1,0,0,36,3,8,0,58,0,6,40,4,1,0,0,0,0,0,0,0,0,0,0,1,0,9,1,38,8,0,5,7,2,6,2,0,0,0,26,0,0,0,22
2020-04-17,22,62,1,1,4,1,130,0,0,4,2,1,9,12,4,0,1,3,50,1,3,29,81,2,0,56,0,2,8,0,6,0,0,3,0,0,25,15,0,2,0,21,0,13,0,46,19,1,1,0,17,0,178,0,0,14,34,1,2,0,3,1,30,2,2,0,45,4,1,67,2,1,3,0,1,1,1,1,14,120,25,111,33,42,3,3,0,37,0,0,0,25,9,4,61,0,3,2,0,1,13,9,3,15,0,0,4,1,1,0,5,7,54,0,0,3,1,1,15,2,0,0,1,4,21,21,0,8,40,0,0,0,0,0,1,0,43,1,0,3,20,12,11,14,1,1,1,30,0,1,22,1,6,48,12,0,13,12,1,0,0,270,0,9,34,37,1,35,1,0,0,43,5,7,0,57,0,6,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,39,8,0,5,6,2,1,2,0,0,0,27,0,0,0,20
2020-04-18,21,61,1,1,4,2,125,0,0,2,4,2,10,9,3,0,1,3,45,1,3,30,73,2,0,56,0,2,9,0,7,0,0,3,1,0,25,15,0,2,0,22,0,14,0,60,7,1,1,0,15,1,178,0,0,13,28,1,3,0,3,1,18,0,2,0,45,4,1,53,2,1,3,0,1,1,1,1,14,120,22,104,30,41,3,3,0,24,0,0,1,26,9,4,76,0,3,2,0,2,14,8,3,16,0,0,4,1,1,0,3,9,42,0,0,3,2,1,11,3,0,0,0,4,20,6,0,7,40,0,0,0,0,0,1,0,43,1,0,5,20,10,12,12,1,1,1,29,0,1,23,2,6,35,12,0,13,14,0,0,0,264,0,10,36,32,0,37,1,0,0,54,6,7,1,55,0,4,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,38,5,0,5,5,2,1,3,0,0,0,29,0,0,0,16
