date,Afghanistan (gestorben),Afghanistan (positiv),Ägypten (gestorben),Ägypten (positiv),Albanien (gestorben),Albanien (positiv),Algerien (gestorben),Algerien (positiv),Andorra (gestorben),Andorra (positiv),Angola (gestorben),Angola (positiv),Antigua.und.Barbuda (gestorben),Antigua.und.Barbuda (positiv),Äquatorialguinea (gestorben),Äquatorialguinea (positiv),Argentinien (gestorben),Argentinien (positiv),Armenien (gestorben),Armenien (positiv),Aserbaidschan (gestorben),Aserbaidschan (positiv),Äthiopien (gestorben),Äthiopien (positiv),Australien (gestorben),Australien (positiv),Bahamas (gestorben),Bahamas (positiv),Bahrain (gestorben),Bahrain (positiv),Bangladesch (gestorben),Bangladesch (positiv),Barbados (gestorben),Barbados (positiv),Belarus (gestorben),Belarus (positiv),Belgien (gestorben),Belgien (positiv),Belize (gestorben),Belize (positiv),Benin (gestorben),Benin (positiv),Bhutan (gestorben),Bhutan (positiv),Bolivien (gestorben),Bolivien (positiv),Bosnien.und.Herzegowina (gestorben),Bosnien.und.Herzegowina (positiv),Botswana (gestorben),Botswana (positiv),Brasilien (gestorben),Brasilien (positiv),Brunei (gestorben),Brunei (positiv),Bulgarien (gestorben),Bulgarien (positiv),Burkina.Faso (gestorben),Burkina.Faso (positiv),Burundi (gestorben),Burundi (positiv),Chile (gestorben),Chile (positiv),China (gestorben),China (positiv),Costa.Rica (gestorben),Costa.Rica (positiv),Dänemark (gestorben),Dänemark (positiv),Deutschland (gestorben),Deutschland (positiv),Dominica (gestorben),Dominica (positiv),Dominikanische.Republik (gestorben),Dominikanische.Republik (positiv),DR.Kongo (gestorben),DR.Kongo (positiv),Dschibuti (gestorben),Dschibuti (positiv),Ecuador (gestorben),Ecuador (positiv),El.Salvador (gestorben),El.Salvador (positiv),Elfenbeinküste (gestorben),Elfenbeinküste (positiv),Eritrea (gestorben),Eritrea (positiv),Estland (gestorben),Estland (positiv),Eswatini (gestorben),Eswatini (positiv),Fiji (gestorben),Fiji (positiv),Finnland (gestorben),Finnland (positiv),Frankreich (gestorben),Frankreich (positiv),Gabun (gestorben),Gabun (positiv),Gambia (gestorben),Gambia (positiv),Georgien (gestorben),Georgien (positiv),Ghana (gestorben),Ghana (positiv),Grenada (gestorben),Grenada (positiv),Griechenland (gestorben),Griechenland (positiv),Großbritannien (gestorben),Großbritannien (positiv),Guatemala (gestorben),Guatemala (positiv),Guinea (gestorben),Guinea (positiv),Guinea.Bissau (gestorben),Guinea.Bissau (positiv),Guyana (gestorben),Guyana (positiv),Haiti (gestorben),Haiti (positiv),Honduras (gestorben),Honduras (positiv),Indien (gestorben),Indien (positiv),Indonesien (gestorben),Indonesien (positiv),Irak (gestorben),Irak (positiv),Iran (gestorben),Iran (positiv),Irland (gestorben),Irland (positiv),Island (gestorben),Island (positiv),Israel (gestorben),Israel (positiv),Italien (gestorben),Italien (positiv),Jamaika (gestorben),Jamaika (positiv),Japan (gestorben),Japan (positiv),Jemen (gestorben),Jemen (positiv),Jordanien (gestorben),Jordanien (positiv),Kambodscha (gestorben),Kambodscha (positiv),Kamerun (gestorben),Kamerun (positiv),Kanada (gestorben),Kanada (positiv),Kap.Verde (gestorben),Kap.Verde (positiv),Kasachstan (gestorben),Kasachstan (positiv),Katar (gestorben),Katar (positiv),Kenia (gestorben),Kenia (positiv),Kirgisistan (gestorben),Kirgisistan (positiv),Kiribati (gestorben),Kiribati (positiv),Kolumbien (gestorben),Kolumbien (positiv),Komoren (gestorben),Komoren (positiv),Kongo (gestorben),Kongo (positiv),Kosovo (gestorben),Kosovo (positiv),Kroatien (gestorben),Kroatien (positiv),Kuba (gestorben),Kuba (positiv),Kuwait (gestorben),Kuwait (positiv),Laos (gestorben),Laos (positiv),Lesotho (gestorben),Lesotho (positiv),Lettland (gestorben),Lettland (positiv),Libanon (gestorben),Libanon (positiv),Liberia (gestorben),Liberia (positiv),Libyen (gestorben),Libyen (positiv),Liechtenstein (gestorben),Liechtenstein (positiv),Litauen (gestorben),Litauen (positiv),Luxemburg (gestorben),Luxemburg (positiv),Madagaskar (gestorben),Madagaskar (positiv),Malawi (gestorben),Malawi (positiv),Malaysia (gestorben),Malaysia (positiv),Malediven (gestorben),Malediven (positiv),Mali (gestorben),Mali (positiv),Malta (gestorben),Malta (positiv),Marokko (gestorben),Marokko (positiv),Marshallinseln (gestorben),Marshallinseln (positiv),Mauretanien (gestorben),Mauretanien (positiv),Mauritius (gestorben),Mauritius (positiv),Mexiko (gestorben),Mexiko (positiv),Mikronesien (gestorben),Mikronesien (positiv),Moldawien (gestorben),Moldawien (positiv),Monaco (gestorben),Monaco (positiv),Mongolei (gestorben),Mongolei (positiv),Montenegro (gestorben),Montenegro (positiv),Mosambik (gestorben),Mosambik (positiv),Myanmar (gestorben),Myanmar (positiv),Namibia (gestorben),Namibia (positiv),Nepal (gestorben),Nepal (positiv),Neuseeland (gestorben),Neuseeland (positiv),Nicaragua (gestorben),Nicaragua (positiv),Niederlande (gestorben),Niederlande (positiv),Niger (gestorben),Niger (positiv),Nigeria (gestorben),Nigeria (positiv),Nordmazedonien (gestorben),Nordmazedonien (positiv),Norwegen (gestorben),Norwegen (positiv),Oman (gestorben),Oman (positiv),Österreich (gestorben),Österreich (positiv),Osttimor (gestorben),Osttimor (positiv),Pakistan (gestorben),Pakistan (positiv),Palästina (gestorben),Palästina (positiv),Palau (gestorben),Palau (positiv),Panama (gestorben),Panama (positiv),Papua.Neuguinea (gestorben),Papua.Neuguinea (positiv),Paraguay (gestorben),Paraguay (positiv),Peru (gestorben),Peru (positiv),Philippinen (gestorben),Philippinen (positiv),Polen (gestorben),Polen (positiv),Portugal (gestorben),Portugal (positiv),Ruanda (gestorben),Ruanda (positiv),Rumänien (gestorben),Rumänien (positiv),Russland (gestorben),Russland (positiv),Saint.Lucia (gestorben),Saint.Lucia (positiv),Salomon.Inseln (gestorben),Salomon.Inseln (positiv),Sambia (gestorben),Sambia (positiv),Samoa (gestorben),Samoa (positiv),San.Marino (gestorben),San.Marino (positiv),São.Tomé.und.Príncipe (gestorben),São.Tomé.und.Príncipe (positiv),Saudi.Arabien (gestorben),Saudi.Arabien (positiv),Schweden (gestorben),Schweden (positiv),Schweiz (gestorben),Schweiz (positiv),Senegal (gestorben),Senegal (positiv),Serbien (gestorben),Serbien (positiv),Seychellen (gestorben),Seychellen (positiv),Sierra.Leone (gestorben),Sierra.Leone (positiv),Simbabwe (gestorben),Simbabwe (positiv),Singapur (gestorben),Singapur (positiv),Slowakei (gestorben),Slowakei (positiv),Slowenien (gestorben),Slowenien (positiv),Somalia (gestorben),Somalia (positiv),Spanien (gestorben),Spanien (positiv),Sri.Lanka (gestorben),Sri.Lanka (positiv),St..Kitts.und.Nevis (gestorben),St..Kitts.und.Nevis (positiv),St..Vincent.Grenadines (gestorben),St..Vincent.Grenadines (positiv),Südafrika (gestorben),Südafrika (positiv),Sudan (gestorben),Sudan (positiv),Südkorea (gestorben),Südkorea (positiv),Südsudan (gestorben),Südsudan (positiv),Surinam (gestorben),Surinam (positiv),Syrien (gestorben),Syrien (positiv),Tadschikistan (gestorben),Tadschikistan (positiv),Taiwan (gestorben),Taiwan (positiv),Tansania (gestorben),Tansania (positiv),Thailand (gestorben),Thailand (positiv),Togo (gestorben),Togo (positiv),Trinidad.Tobago (gestorben),Trinidad.Tobago (positiv),Tschad (gestorben),Tschad (positiv),Tschechien (gestorben),Tschechien (positiv),Tunesien (gestorben),Tunesien (positiv),Türkei (gestorben),Türkei (positiv),Uganda (gestorben),Uganda (positiv),Ukraine (gestorben),Ukraine (positiv),Ungarn (gestorben),Ungarn (positiv),Uruguay (gestorben),Uruguay (positiv),USA (gestorben),USA (positiv),Usbekistan (gestorben),Usbekistan (positiv),Vanuatu (gestorben),Vanuatu (positiv),Vatikan (gestorben),Vatikan (positiv),Venezuela (gestorben),Venezuela (positiv),Vereinigte.Arabische.Emirate (gestorben),Vereinigte.Arabische.Emirate (positiv),Vietnam (gestorben),Vietnam (positiv),Zentralafrikanische.Republik (gestorben),Zentralafrikanische.Republik (positiv),Zypern (gestorben),Zypern (positiv)
2020-11-22,10,209,14,323,11,704,17,1026,0,55,2,149,0,1,0,4,224,8554,27,1270,23,2487,11,438,0,12,1,32,1,143,28,2144,0,1,7,1402,171,3263,4,46,0,10,0,1,8,105,55,1150,1,196,484,29758,0,0,107,3367,0,13,0,5,36,1338,0,38,9,885,3,1193,227,18489,0,1,4,669,0,17,0,3,28,764,4,149,0,23,0,8,1,298,0,18,0,0,1,332,599,22764,0,10,0,3,39,3579,0,107,0,1,75,2488,442,20417,21,535,0,31,0,0,1,44,0,7,5,190,524,42105,96,4365,41,2310,473,13185,6,365,0,13,10,747,656,32906,1,57,10,2060,0,0,66,5679,0,1,0,119,72,4920,0,65,8,961,0,206,16,1018,4,371,0,0,179,7096,0,2,1,60,13,740,43,2787,0,37,4,459,0,0,0,6,4,368,12,1578,0,6,10,603,0,18,21,1754,6,547,0,4,0,5,4,1051,0,58,1,51,2,127,77,4538,0,0,1,25,0,2,448,5050,0,0,19,1237,0,5,0,30,7,555,2,84,23,1465,1,51,14,1505,0,4,0,9,58,5333,0,9,1,176,29,1099,2,619,6,242,80,6176,0,0,77,2557,10,1230,0,0,12,1161,0,0,10,700,92,1883,42,1569,467,21194,74,6208,0,30,160,8338,422,23101,0,8,0,0,1,43,0,0,0,20,0,2,18,286,35,4420,98,4781,0,13,27,5222,0,0,0,2,2,56,0,6,23,1353,36,1467,1,21,264,14020,4,412,0,0,0,1,95,2379,12,208,2,319,0,6,0,3,4,77,0,41,0,2,0,0,0,6,0,24,0,53,0,6,141,4592,68,1187,122,4649,4,278,198,12955,100,4808,1,96,1591,173723,1,196,0,0,0,0,3,355,3,1235,0,4,0,2,1,209
2020-11-23,10,217,14,339,12,732,18,1040,0,56,2,146,0,1,0,5,199,8035,27,1260,25,2600,10,450,0,12,0,25,0,143,29,2184,0,1,7,1433,163,3147,4,52,0,5,0,1,8,95,53,1123,0,127,496,30163,0,0,112,3314,0,15,0,5,35,1354,0,48,11,1100,4,1189,232,18471,0,1,4,661,0,17,0,2,30,753,5,150,0,23,0,6,2,301,0,18,0,0,2,360,598,22052,0,9,0,3,40,3694,0,81,0,1,78,2372,441,19567,22,527,0,31,0,0,1,40,0,5,4,282,528,43364,101,4495,41,2274,468,13100,6,336,0,12,10,759,674,32273,1,59,9,2142,0,1,66,5553,0,0,0,164,73,5044,0,66,8,791,0,198,15,997,5,415,0,0,179,7109,0,2,1,63,13,734,45,2882,0,34,4,438,0,2,0,6,5,371,12,1582,0,6,11,593,1,24,21,1760,5,551,0,4,0,5,3,1163,0,63,1,54,2,124,78,4477,0,0,1,27,0,0,438,5709,0,0,19,1225,0,4,0,34,7,549,1,85,24,1478,1,49,15,1616,0,4,0,9,60,5381,0,9,1,162,29,1070,2,678,5,234,82,5960,0,0,79,2686,10,1333,0,0,13,1142,0,4,9,710,95,1808,48,1577,469,20364,71,5590,0,34,157,8234,430,23434,0,7,0,0,1,38,0,0,0,20,0,2,17,276,35,4420,98,4340,0,14,30,5544,0,1,0,2,2,59,0,6,24,1314,38,1462,1,21,268,12250,4,405,0,0,0,1,93,2499,11,198,2,336,0,5,0,3,4,77,0,40,0,2,0,0,0,5,0,23,0,54,0,6,135,4445,67,1170,130,5134,4,273,203,13123,100,4357,1,94,1629,175361,1,199,0,0,0,0,3,343,3,1214,0,4,0,2,1,237
2020-11-24,11,213,13,351,14,739,18,1058,0,57,1,132,0,1,0,2,189,7541,27,1236,27,2824,10,457,0,11,0,21,0,144,28,2187,0,2,7,1465,157,3028,4,59,0,5,0,1,9,96,50,1114,0,127,488,29564,0,0,116,3250,0,15,0,6,35,1354,0,59,12,1086,4,1210,242,17062,0,1,3,631,0,17,0,2,34,762,5,152,0,22,0,6,1,304,0,18,0,0,2,377,567,16954,0,9,0,3,39,3695,0,115,0,1,84,2330,442,18322,22,517,0,30,0,0,1,43,0,5,4,246,529,44187,103,4550,40,2178,468,13153,5,321,0,12,9,763,692,30993,2,66,10,2077,0,1,67,5286,0,0,0,139,77,5156,0,63,8,893,0,203,15,969,5,414,0,0,185,7338,0,2,1,63,15,821,47,2936,0,40,3,416,0,2,0,6,6,397,14,1536,0,6,10,606,1,22,21,1789,6,543,0,4,0,7,3,1302,0,65,1,62,2,127,77,4275,0,0,1,28,0,0,530,7000,0,0,19,1246,0,4,0,35,6,542,1,95,23,1501,1,53,16,1800,0,4,0,8,60,5328,0,11,1,164,26,1079,2,515,6,266,90,5730,0,0,82,2787,11,1439,0,0,13,1173,0,4,9,719,96,1756,46,1572,495,22304,72,5514,0,35,159,8162,437,23703,0,7,0,0,1,32,0,0,0,20,0,2,17,260,35,4732,92,4294,0,15,31,5808,0,1,0,2,2,65,0,8,22,1270,40,1449,1,9,283,12117,4,413,0,0,0,0,93,2571,4,214,2,346,0,4,0,3,4,76,0,40,0,2,0,0,0,7,0,21,0,50,0,6,134,4681,70,1213,138,5643,5,263,207,13173,104,4175,1,95,1688,177016,1,191,0,0,0,0,3,350,3,1222,0,4,0,2,1,241
2020-11-25,11,209,13,356,14,730,18,1057,0,59,1,128,0,0,0,2,195,7293,29,1232,28,3000,9,454,0,11,0,21,0,143,30,2193,0,2,7,1492,150,2740,4,66,0,8,0,1,8,101,49,1107,0,127,473,31537,0,0,120,3218,0,15,0,5,34,1362,0,71,12,1073,5,1200,260,18342,0,1,3,606,0,17,0,2,34,711,4,156,0,18,0,6,2,320,0,18,0,0,2,388,561,15220,0,13,0,3,39,3642,0,110,0,1,88,2179,466,18124,14,515,0,31,0,0,1,46,0,5,7,375,521,44032,103,4731,42,2191,467,13213,4,304,0,12,9,804,687,29789,2,67,11,2037,0,1,68,4871,0,0,1,146,71,5256,0,75,8,892,0,201,15,948,6,468,0,0,185,7570,0,2,1,64,13,720,50,2986,0,46,2,411,0,2,0,5,7,417,14,1472,0,7,10,619,1,19,21,1839,6,504,0,4,0,3,3,1347,0,67,1,61,3,119,75,4216,0,0,1,34,0,0,581,7917,0,0,20,1241,0,4,0,30,6,540,1,96,23,1463,1,57,19,1873,0,4,0,8,59,5380,0,13,1,159,29,1062,2,500,4,207,88,5546,0,0,85,2896,11,1506,0,0,14,1243,0,6,10,748,96,1787,37,1545,505,21657,71,5428,0,34,159,8086,444,24086,0,7,0,0,0,36,0,0,0,19,0,2,16,266,33,4867,90,4117,0,15,33,6089,0,1,0,2,2,75,0,8,22,1342,40,1477,1,9,285,11389,4,438,0,0,0,0,92,2623,5,224,2,381,0,8,0,3,5,77,0,40,0,2,0,0,0,8,0,20,0,46,0,6,124,4276,63,1076,146,6015,5,284,204,13373,105,4105,1,99,1738,178466,1,196,0,0,0,0,3,352,3,1223,0,3,0,2,1,249
2020-11-26,12,203,13,360,14,711,18,1065,0,67,1,112,0,0,0,4,201,7142,28,1270,29,3158,9,463,0,12,0,19,1,147,31,2183,0,2,8,1517,146,2467,4,71,0,8,0,2,7,91,47,1071,0,95,486,31779,0,0,126,3170,0,13,0,5,40,1379,0,79,11,1073,5,1185,283,18044,0,1,2,677,0,0,0,3,35,699,5,160,0,17,0,6,2,320,0,25,0,0,2,409,549,14115,0,8,0,3,39,3657,0,85,0,1,93,2006,465,17356,12,517,0,34,0,0,1,43,0,8,8,456,508,43632,107,4748,42,2206,467,13318,4,289,0,13,9,849,711,28764,2,65,11,2052,0,1,65,4804,0,0,0,71,73,5349,0,70,8,890,0,202,14,851,6,462,0,0,180,7857,0,3,1,66,13,715,50,3107,0,50,2,389,0,2,0,6,7,493,15,1465,0,7,11,629,1,19,22,1900,6,519,0,4,0,3,3,1296,0,62,1,59,3,121,76,4161,0,0,0,36,0,1,591,8436,0,0,20,1276,0,4,0,26,7,534,1,106,24,1475,1,70,19,1803,0,5,0,8,59,5217,0,15,1,162,30,1056,2,472,4,174,94,5336,0,0,48,2949,12,1600,0,0,14,1314,0,6,10,717,96,1787,35,1552,497,20616,73,5341,0,40,159,7928,452,24351,0,5,0,0,0,29,0,0,0,22,0,2,16,266,40,5043,90,4046,0,18,37,6302,0,0,0,2,1,82,0,8,24,1383,40,1434,1,10,298,10826,4,455,0,0,0,0,88,2702,5,220,2,410,0,11,0,3,5,79,0,39,0,2,0,0,0,10,0,19,0,48,0,6,129,4252,70,1243,153,10510,5,281,200,13658,108,4369,1,106,1642,167183,1,213,0,0,0,0,3,364,3,1245,0,4,0,1,1,242
2020-11-27,11,194,12,359,14,684,19,1059,0,67,1,106,0,0,0,4,204,6891,27,1243,30,3236,9,508,0,11,0,18,0,150,32,2182,0,2,8,1541,141,2450,5,76,0,8,0,2,6,91,48,1062,0,95,480,31169,0,0,129,3077,0,19,0,5,39,1380,0,87,12,1096,5,1194,299,17790,0,2,3,713,0,20,0,2,38,813,5,165,0,19,0,6,2,321,0,25,0,0,3,431,523,12616,0,9,0,4,38,3801,0,85,0,0,98,1925,467,16577,11,482,0,42,0,0,1,44,0,7,7,512,496,42930,120,4896,41,2207,457,13431,4,271,0,14,9,886,730,27493,2,64,14,2070,0,1,65,4752,0,0,0,84,75,5504,0,68,9,891,0,195,13,923,5,407,0,0,184,8152,0,3,1,49,13,702,49,3267,0,50,2,367,0,2,0,6,6,529,14,1475,0,6,12,638,1,20,22,1909,6,521,0,4,0,3,3,1318,0,55,1,57,3,117,72,4145,0,0,0,50,0,1,579,9244,0,0,20,1251,0,4,0,26,6,537,1,90,24,1460,1,71,20,1768,0,4,0,8,64,5199,0,19,1,177,28,1036,3,454,4,174,95,5092,0,0,48,2978,12,1666,0,0,14,1351,0,6,10,768,99,1776,33,1550,490,19879,73,5191,0,41,161,7818,456,24809,0,6,0,0,0,28,0,0,0,23,0,2,16,268,39,4976,83,3956,0,19,40,6520,0,1,0,2,1,85,0,8,22,1387,43,1442,1,10,293,10211,5,460,0,0,0,0,88,2740,4,224,3,425,0,13,0,3,5,79,0,38,0,4,0,0,0,10,0,19,1,46,0,5,135,4060,60,1072,158,16139,4,308,195,13895,114,4648,1,118,1584,168554,1,186,0,0,0,0,3,358,3,1247,0,5,0,0,1,253
2020-11-28,11,192,12,358,15,656,20,1063,0,58,1,96,0,0,0,3,203,6742,27,1251,31,3447,8,511,0,10,0,14,0,151,33,2191,0,2,8,1556,134,2506,5,77,0,8,0,2,6,96,47,1057,0,95,510,33927,0,0,133,3007,0,16,0,4,42,1400,0,92,12,1096,6,1246,303,17786,0,2,3,698,0,20,0,2,33,862,5,169,0,19,0,4,3,332,0,29,0,0,3,442,517,11874,0,9,0,1,38,3894,0,95,0,0,99,1845,487,16001,12,483,0,34,0,0,1,35,0,8,7,440,496,42445,125,4956,39,2181,451,13499,4,257,0,15,9,908,729,26286,2,61,16,2084,0,1,65,4650,0,1,0,84,76,5610,0,67,9,905,0,202,11,886,5,403,0,0,185,8446,0,2,1,61,12,692,50,3326,0,54,2,352,0,2,0,3,6,545,14,1485,0,6,12,638,1,21,23,1930,6,521,0,4,0,3,3,1357,0,53,1,65,3,112,69,4104,0,0,0,52,0,1,584,9816,0,0,20,1309,0,4,0,25,7,543,1,86,24,1447,1,68,21,1726,0,3,0,8,65,4974,0,19,1,157,30,1013,3,456,4,174,99,4814,0,0,46,3002,12,1662,0,0,13,1411,0,6,11,753,96,1755,36,1564,494,18588,77,4962,0,39,161,7596,462,25134,0,7,0,0,0,28,0,0,0,27,0,1,16,268,39,4976,84,3956,0,23,45,6701,0,1,0,1,1,93,0,8,22,1339,44,1425,1,10,293,10211,4,460,0,0,0,0,85,2819,6,225,3,442,0,8,0,2,5,80,0,38,0,5,0,0,0,8,0,17,0,44,0,4,137,3986,57,1073,165,19649,5,325,191,14141,118,4916,1,135,1547,165158,1,184,0,0,0,0,3,332,3,1245,0,5,0,0,1,254
2020-11-29,12,201,13,359,14,695,20,1051,0,65,1,87,0,0,0,3,210,6920,27,1221,33,3586,8,536,0,10,0,15,0,155,32,2152,0,2,8,1573,133,2546,4,80,0,8,0,2,6,92,49,1053,0,95,521,34763,0,0,133,2952,0,17,0,3,41,1399,0,100,12,1096,6,1267,307,17618,0,2,3,723,0,20,0,1,32,925,5,171,0,25,0,4,3,333,0,27,0,0,3,427,515,11393,0,9,0,1,36,3948,0,99,0,0,99,1801,460,15072,13,477,0,30,0,0,1,35,0,7,7,493,486,41689,133,5228,38,2159,439,13484,4,254,0,15,7,945,726,25187,3,61,16,2069,0,1,65,4411,0,2,0,84,78,5692,0,67,9,917,0,203,10,849,6,461,0,0,185,8566,0,2,1,75,13,680,51,3271,0,55,2,339,0,2,0,3,6,551,15,1495,0,6,11,658,1,20,22,1881,6,521,0,0,0,3,3,1387,0,55,1,62,3,118,68,4123,0,0,1,60,0,1,568,9314,0,0,20,1297,0,4,0,22,7,546,1,82,26,1463,1,69,23,1667,0,4,0,8,66,5006,0,21,1,147,31,971,3,438,5,200,102,4646,0,0,47,3014,12,1706,0,0,15,1421,0,6,12,776,94,2064,36,1578,487,17678,76,4863,0,36,164,7556,470,25433,0,5,0,0,0,26,0,0,0,27,0,1,15,267,39,4976,85,3956,0,28,50,6871,0,1,0,1,1,86,0,8,21,1356,47,1439,0,1,293,10211,4,473,0,0,0,0,82,2860,5,232,2,457,0,9,0,2,5,82,0,37,0,5,0,0,0,11,0,17,1,30,0,6,135,3923,57,1077,171,22972,4,311,189,14270,125,5273,1,145,1548,164212,1,179,0,0,0,0,3,315,3,1252,0,5,0,0,1,249
2020-11-30,13,184,13,361,13,661,20,1047,0,63,2,72,0,0,0,2,230,7129,27,1202,33,3699,8,553,0,10,0,16,0,153,33,2167,0,2,8,1595,127,2492,4,86,0,14,0,3,6,96,48,1050,0,107,519,35467,0,0,138,2905,0,19,0,3,43,1380,0,99,12,1049,7,1261,319,17584,0,1,3,737,0,20,0,2,34,963,5,175,0,26,0,3,4,336,0,27,0,1,2,425,501,11292,0,9,0,2,36,3842,0,104,0,0,99,1752,460,14638,11,477,0,40,0,3,1,36,0,8,7,435,486,40710,135,5253,37,2156,427,13607,4,262,0,15,7,988,732,24251,3,60,18,2058,0,1,64,4431,0,3,0,86,82,5852,0,66,9,1025,0,203,11,833,5,470,0,0,184,8832,0,2,1,71,13,665,55,3250,0,58,2,320,0,0,0,3,6,548,15,1490,0,6,12,619,1,16,23,1873,7,510,0,0,0,3,3,1291,0,36,1,55,3,124,64,4115,0,0,1,62,0,1,573,9169,0,0,19,1278,0,4,0,18,8,521,1,85,25,1458,1,69,24,1595,0,4,0,8,62,4918,0,24,1,160,31,964,3,424,5,192,104,4589,0,0,50,2943,12,1779,0,0,15,1450,0,4,13,765,94,1837,31,1574,482,16354,76,4751,0,30,165,7501,471,25598,0,5,0,0,0,28,0,0,0,26,0,1,14,267,39,4976,85,3817,0,27,52,7036,0,2,0,1,0,92,0,8,21,1351,48,1434,0,1,277,9367,4,497,0,0,0,0,81,2892,7,231,2,471,0,9,0,2,5,85,0,37,0,8,0,0,0,14,0,17,1,28,0,6,134,3809,57,1082,176,26473,3,328,187,14129,133,5596,1,156,1584,162245,1,189,0,0,0,0,3,322,3,1258,0,5,0,0,1,231
2020-12-01,15,192,13,366,12,673,20,1022,0,63,2,73,0,0,0,3,214,7254,27,1206,34,3811,7,566,0,10,0,12,0,160,32,2176,0,2,8,1609,121,2487,3,74,0,14,0,4,5,95,48,1049,0,107,529,38297,0,0,137,2775,0,25,0,2,43,1397,0,100,10,997,7,1276,335,18784,0,1,3,742,0,20,0,2,34,1034,5,178,0,25,0,3,4,334,0,28,0,1,2,453,468,11070,0,9,0,2,36,3932,0,69,0,0,100,1762,459,14946,11,489,0,37,0,3,1,33,0,10,7,435,489,39600,139,5382,39,2145,413,13630,6,267,0,16,8,1037,722,23697,2,55,21,2170,0,1,60,4374,0,3,1,88,79,5915,0,59,9,966,0,194,9,808,5,402,0,0,180,8900,0,1,1,78,12,653,59,3333,0,62,2,314,0,0,0,6,5,571,14,1536,0,6,12,605,0,18,23,1878,7,521,0,0,0,2,3,1189,0,34,2,49,3,120,64,4045,0,0,1,74,0,2,575,8887,0,0,19,1319,0,4,0,16,8,523,1,77,27,1422,1,68,24,1339,0,3,0,8,58,4947,1,26,1,176,33,969,3,411,6,190,107,4397,0,0,52,2917,13,1857,0,0,16,1483,0,6,13,798,96,1864,33,1600,469,12980,74,4534,0,28,165,7004,482,25889,0,5,0,0,0,28,0,0,0,32,0,2,14,269,39,5028,90,3754,0,28,54,7201,0,2,0,1,0,104,0,6,23,1384,48,1436,0,1,263,8800,4,509,0,0,0,0,80,2864,8,229,2,490,0,9,0,3,5,86,0,37,0,9,0,0,0,14,0,18,1,28,0,7,130,3706,46,937,181,29720,3,376,192,14164,138,5599,1,165,1643,164073,1,184,0,0,0,0,4,303,2,1255,0,5,0,1,0,241
2020-12-02,16,191,16,374,14,682,19,1008,0,59,2,71,0,1,0,3,206,7102,27,1164,35,3878,7,554,0,11,0,11,0,155,32,2182,0,2,8,1637,119,2469,3,62,0,12,0,4,6,103,49,1007,0,107,535,38578,0,0,140,2693,0,33,0,2,43,1401,0,102,9,974,7,1333,350,17439,0,1,3,829,0,20,0,2,39,1092,6,181,0,28,0,3,4,354,0,26,0,1,3,461,457,10709,0,9,0,5,37,4070,0,63,0,0,101,1767,452,14656,12,496,0,31,0,3,1,30,0,10,6,433,489,38323,139,5382,36,2077,398,13598,6,268,0,14,8,1108,717,22962,2,54,23,2242,0,1,59,4170,0,3,1,82,86,6093,0,49,2,931,0,201,10,830,4,335,0,0,180,9014,0,1,1,89,11,552,59,3323,0,61,2,292,0,0,0,7,6,586,15,1565,0,2,11,613,0,19,25,1852,7,529,0,0,0,3,3,1172,0,31,2,54,3,121,64,3955,0,0,1,88,0,2,567,9018,0,0,19,1340,0,4,0,15,7,506,1,81,27,1433,1,67,21,1460,0,4,0,8,57,4954,1,32,1,165,32,920,5,386,6,224,111,4136,0,0,52,2945,14,1924,0,0,16,1544,0,3,13,801,96,1595,32,1635,460,12761,74,4262,0,31,161,6315,494,26125,0,4,0,0,0,24,0,0,0,28,0,2,13,258,60,5092,93,3742,0,35,56,7250,0,2,0,1,0,89,0,6,24,1417,50,1466,1,11,250,8673,4,563,0,0,0,0,73,2996,8,239,2,484,0,6,0,2,5,86,0,37,0,9,0,0,0,14,0,18,1,29,0,7,129,3975,54,1139,184,33307,2,360,183,14061,147,5646,1,177,1722,166857,1,158,0,0,0,0,4,321,2,1253,0,5,0,1,1,246
