id,wahlkreis17,gültigerst17,gültigzweit17,cduerst17,spderst17,fdperst17,linerst17,gruerst17,csuerst17,unionerst17,parteierst17,maxerst17,cduzweit17,spdzweit17,fdpzweit17,linzweit17,gruzweit17,csuzweit17,unionzweit17,parteizweit17,maxzweit17,unionmaxerst17,spdmaxerst17,fdpmaxerst17,linmaxerst17,grumaxerst17,unionmaxzweit17,spdmaxzweit17,fdpmaxzweit17,linmaxzweit17,grumaxzweit17,wahlkreis13,gültigerst13,gültigzweit13,cduerst13,spderst13,fdperst13,linerst13,gruerst13,csuerst13,unionerst13,parteierst13,maxerst13,cduzweit13,spdzweit13,fdpzweit13,linzweit13,gruzweit13,csuzweit13,unionzweit13,parteizweit13,maxzweit13,unionmaxerst13,spdmaxerst13,fdpmaxerst13,linmaxerst13,grumaxerst13,unionmaxzweit13,spdmaxzweit13,fdpmaxzweit13,linmaxzweit13,grumaxzweit13
127,Coesfeld – Steinfurt II,154379,155826,51.6,23.5,10.5,6.2,8.2,0,51.6,cduerst,1,44,21,13.6,5.4,7.5,0,44,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Coesfeld - Steinfurt II,148381,148485,56.1,26.8,2.6,3.3,7,0,56.1,cduerst,1,50.1,25.6,5.6,4.2,8.1,0,50.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
128,Steinfurt III,151177,151383,44.8,30.3,5.6,5.6,6.5,0,44.8,cduerst,1,37.8,27.6,11.4,6.4,7.3,0,37.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Steinfurt III,144714,144754,47.9,36.5,1.8,3.8,5.8,0,47.9,cduerst,1,43.3,33.4,4.7,4.7,7.6,0,43.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
129,Münster,189854,190126,37.2,28.9,7,6.9,12.8,0,37.2,cduerst,1,32.8,20.9,13.5,10.1,14.6,0,32.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Münster,178566,178802,38.8,35.4,5.7,4.3,11.1,0,38.8,cduerst,1,37.8,27.2,6.8,6.3,15.2,0,37.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
130,Warendorf,161586,162144,46.4,27.9,7,4.8,5.5,0,46.4,cduerst,1,40.3,24,13.1,5.5,6.7,0,40.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Warendorf,156401,156533,51.3,32,2.3,3.5,5.9,0,51.3,cduerst,1,47.1,29.1,5.4,4.4,7.2,0,47.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
131,Gütersloh I,174626,175027,46.6,28,6.5,4.3,5.7,0,46.6,cduerst,1,38.4,22.9,13.1,6.1,7.9,0,38.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Gütersloh I,166903,167143,50.3,33.6,1.9,4.3,5.4,0,50.3,cduerst,1,46.3,28.7,4.9,5,7.9,0,46.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
132,Bielefeld – Gütersloh II,184077,184616,30.7,33.2,7.3,9,9.6,0,30.7,spderst,2,27.6,25.4,11.6,11.1,11.1,0,27.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Bielefeld - Gütersloh II,177149,177548,37.3,38.1,2,6.9,10.7,0,37.3,spderst,2,35.3,32.6,4,8.4,11.7,0,35.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
133,Herford – Minden-Lübbecke II,166592,167047,35.8,36.7,5.6,5.6,5.1,0,35.8,spderst,2,31.7,28.7,11.5,6.9,6.9,0,31.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Herford - Minden-Lübbecke II,161333,161960,40.8,41.3,3.5,5.4,5.1,0,40.8,spderst,2,39.4,34.9,4.2,5.8,7.6,0,39.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0
134,Minden-Lübbecke I,149530,149673,35.5,37.4,7.1,5.3,4.9,0,35.5,spderst,2,32.8,29.4,11.3,6.3,6.4,0,32.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Minden-Lübbecke I,143524,144026,46.3,40.5,1.9,4.1,4.1,0,46.3,cduerst,1,41.1,34.4,4.6,4.9,7.3,0,41.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
135,Lippe I,127277,127537,36.6,32.1,8.4,5.4,6,0,36.6,cduerst,1,31.5,27.8,12.5,6.6,7,0,31.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Lippe I,123911,124194,40.2,41.1,2.3,4.2,5.7,0,40.2,spderst,2,39.3,35.1,4.6,5.1,7.3,0,39.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
136,Höxter – Lippe II,157854,158191,44.3,26.7,6.9,5.5,6,0,44.3,cduerst,1,37.3,24.7,12.4,6.4,6.4,0,37.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Höxter - Lippe II,153734,153998,50,31.3,1.9,4.1,5.7,0,50,cduerst,1,45.8,29.7,4.8,5.1,6.7,0,45.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
137,Paderborn – Gütersloh III,185597,185897,53.3,19.9,5.5,5.1,6,0,53.3,cduerst,1,40.7,18.9,13.4,6.6,7.3,0,40.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Paderborn - Gütersloh III,174046,174148,59.1,23.2,1.9,4,6.5,0,59.1,cduerst,1,51.3,23.3,5,5.2,7.1,0,51.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
138,Hagen – Ennepe-Ruhr-Kreis I,148299,148794,30.3,39.2,7.9,5.4,3.9,0,30.3,spderst,2,28.9,29.3,12.6,7.2,5.8,0,28.9,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Hagen - Ennepe-Ruhr-Kreis I,144588,145446,34.1,47.1,3.4,5.7,4.5,0,34.1,spderst,2,35.3,36.7,4.5,6.8,6.7,0,35.3,spdzweit,2,0,0,0,0,0,0,0,0,0,0
139,Ennepe-Ruhr-Kreis II,134376,136424,32.9,36.7,10.5,8,8.6,0,32.9,spderst,2,27.3,29.9,12.7,8.1,8.2,0,27.3,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Ennepe-Ruhr-Kreis II,132852,133149,35.8,42.3,2,5.1,8.3,0,35.8,spderst,2,33.1,38.3,4.5,6.4,9.1,0,33.1,spdzweit,2,0,0,0,0,0,0,0,0,0,0
140,Bochum I,155017,155704,28.2,37.2,7,10,7.7,0,28.2,spderst,2,25.4,29.7,11.2,10.2,8.9,0,25.4,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Bochum I,151165,152182,35.6,44.2,1.4,6.8,6.8,0,35.6,spderst,2,30.5,38.6,3.9,7.9,9.6,0,30.5,spdzweit,2,0,0,0,0,0,0,0,0,0,0
141,Herne – Bochum II,125744,126490,24.1,41.9,6.7,8,5.6,0,24.1,spderst,2,23.4,34.2,9.1,8.6,5.9,0,23.4,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Herne - Bochum II,124530,125133,30.4,48.7,1.5,7.6,5.8,0,30.4,spderst,2,28.1,43.9,2.8,8.1,6.6,0,28.1,spdzweit,2,0,0,0,0,0,0,0,0,0,0
142,Dortmund I,154526,154923,28.6,38.8,5.9,7.7,7.3,0,28.6,spderst,2,24.5,30,11.1,10,9.5,0,24.5,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Dortmund I,147469,147485,30.7,45.4,2,6,7.5,0,30.7,spderst,2,29,38.1,4.1,7.9,10.7,0,29,spdzweit,2,0,0,0,0,0,0,0,0,0,0
143,Dortmund II,141889,142416,28.1,38.8,6.4,8.6,6.4,0,28.1,spderst,2,24.5,32.7,10.8,9.1,7.2,0,24.5,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Dortmund II,135653,136002,32.2,46.7,1.5,6.9,6.8,0,32.2,spderst,2,29.1,40.9,3.8,7.8,8.3,0,29.1,spdzweit,2,0,0,0,0,0,0,0,0,0,0
144,Unna I,149385,149580,31.8,38.8,6.4,5.4,6.4,0,31.8,spderst,2,27.2,33.6,11.5,6.9,6.9,0,27.2,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Unna I,146276,146615,35.8,46.7,1.7,5.3,5.6,0,35.8,spderst,2,31.9,40.9,4,6.2,7.9,0,31.9,spdzweit,2,0,0,0,0,0,0,0,0,0,0
145,Hamm – Unna II,169568,169735,35.2,36.4,5.9,5.9,4.4,0,35.2,spderst,2,30.3,31.5,10.4,7,5.3,0,30.3,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Hamm - Unna II,164912,165392,39.3,43.2,2.1,5.6,5,0,39.3,spderst,2,36.9,38.5,3.7,6.3,6,0,36.9,spdzweit,2,0,0,0,0,0,0,0,0,0,0
146,Soest,172492,173074,42.7,29.3,7.9,5.7,5.5,0,42.7,cduerst,1,36.3,25,13.5,6.8,6.2,0,36.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Soest,165476,166146,49.8,33.3,2.3,5,6,0,49.8,cduerst,1,44.8,30.4,4.9,5.2,7,0,44.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
147,Hochsauerlandkreis,152615,152814,48,26.9,8.4,4.2,4.2,0,48,cduerst,1,41.7,22.8,14.3,5.4,4.7,0,41.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Hochsauerlandkreis,149604,150046,56.1,29.9,1.9,4.1,4.2,0,56.1,cduerst,1,49.7,28,5.1,4.7,4.8,0,49.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
148,Siegen-Wittgenstein,160701,160959,40.1,30.2,7.3,5.9,4.3,0,40.1,cduerst,1,34,26.4,11.9,7.8,5.5,0,34,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Siegen-Wittgenstein,154757,154896,45.8,36.5,2.2,4.5,5,0,45.8,cduerst,1,41.5,32,4.7,5.8,6.4,0,41.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0
149,Olpe – Märkischer Kreis I,150760,151289,47.9,26.3,8.8,4.8,3.4,0,47.9,cduerst,1,40.6,23.3,13.7,5.4,4.5,0,40.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Olpe - Märkischer Kreis I,148837,148915,51.7,32.7,2.4,3.8,3.4,0,51.7,cduerst,1,48,28.2,5.2,4.8,5.2,0,48,cduzweit,1,0,0,0,0,0,0,0,0,0,0
150,Märkischer Kreis II,142093,144222,37.8,38.6,10.7,7.8,3.8,0,37.8,spderst,2,34,25.8,13.4,6.5,4.9,0,34,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Märkischer Kreis II,143502,143560,41.6,41.7,1.9,4.8,3.1,0,41.6,spderst,2,41.5,32.3,4.5,5.9,5.6,0,41.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0
151,Nordsachsen,116438,116563,32.8,14,6.6,17.2,2.6,0,32.8,cduerst,1,29.4,12.5,7.9,14.7,2.6,0,29.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Nordsachsen,109461,110163,45.6,20.4,2.1,21.8,3.1,0,45.6,cduerst,1,44.9,15.4,2.6,20.6,2.9,0,44.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
152,Leipzig I,159781,159930,27.5,16.5,5.7,19.5,5.5,0,27.5,cduerst,1,23.5,12.9,8.5,19.5,7.1,0,23.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Leipzig I,136399,136794,40,21.6,1.7,23.4,5.6,0,40,cduerst,1,36.9,18.5,2.9,21.3,6.9,0,36.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
153,Leipzig II,173636,173784,24.6,13.7,5.8,25.3,9.9,0,24.6,linerst,4,21.9,13.1,8.6,22.5,10.4,0,21.9,linzweit,4,0,0,0,0,0,0,0,0,0,0,Leipzig II,151860,152187,34.3,23.4,1.5,24.9,9,0,34.3,cduerst,1,32.6,18.9,3,22.5,11.2,0,32.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0
154,Leipzig-Land,159004,159391,34.1,11.5,6.3,15.6,3.9,0,34.1,cduerst,1,30.1,11.4,8.1,14.7,3.2,0,30.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Leipzig-Land,148740,149205,51.3,15.8,1.9,21.4,3.3,0,51.3,cduerst,1,45.8,15.2,2.9,19.9,3.3,0,45.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
155,Meißen,150932,150913,36.7,8.9,5.3,12.7,3.3,0,36.7,cduerst,1,26.1,8.7,8.7,13.3,3.7,0,26.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Meißen,142973,143189,53.6,12.7,2.4,17.7,3.4,0,53.6,cduerst,1,45.1,12.6,3.7,18.7,4,0,45.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
156,Bautzen I,158876,158842,30.6,10,5.8,15.2,2,0,30.6,cduerst,1,27.1,9.1,7.6,14.2,2.4,0,27.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Bautzen I,152003,152013,49.2,11.4,2.6,21.3,2.4,0,49.2,cduerst,1,45.6,12.2,3.1,19.9,2.8,0,45.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0
157,Görlitz,153643,153720,31.4,10.9,5,13.6,3.3,0,31.4,cduerst,1,26.7,9.3,7,14,2.9,0,26.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Görlitz,149683,149961,49.6,15.2,1.6,19.7,3.4,0,49.6,cduerst,1,44.1,12.6,2.8,19.6,3.4,0,44.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
158,Sächsische Schweiz-Osterzgebirge,153899,154375,28.8,7.2,6.5,14.7,3,0,28.8,cduerst,1,25.6,7.8,8.3,12.8,3,0,25.6,cduzweit,1,0,2,0,0,0,0,2,0,0,0,Sächsische Schweiz - Osterzgebirge,144771,144975,50.2,10.7,1.8,19,2.9,0,50.2,cduerst,1,46,10.9,3.2,17.1,3.6,0,46,cduzweit,1,0,2,0,0,0,0,2,0,0,0
159,Dresden I,180647,181118,24.6,13.2,7.5,21,6.5,0,24.6,cduerst,1,24.4,10.6,10.3,17.1,7.7,0,24.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Dresden I,170365,171136,42.6,14.9,1.9,25,6.1,0,42.6,cduerst,1,39.8,15.4,3.1,19,7.9,0,39.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
160,Dresden II – Bautzen II,184693,185164,25.5,11.1,7,17.5,8.6,0,25.5,cduerst,1,23.1,9.7,9.6,17.3,9,0,23.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Dresden II - Bautzen II,170398,171193,41.8,14.8,2,19.1,9.8,0,41.8,cduerst,1,38.6,14,3.2,18.1,9.5,0,38.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0
161,Mittelsachsen,148674,148889,32.4,12,5.8,14,3.1,0,32.4,cduerst,1,27.7,9.7,7.9,14.5,2.8,0,27.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Mittelsachsen,142986,143374,51.9,15.4,2.2,20.3,3.2,0,51.9,cduerst,1,45.3,13.3,3.4,20.6,3.3,0,45.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
162,Chemnitz,145553,145871,26.6,15.4,6.6,19.4,4.2,0,26.6,cduerst,1,24.9,11.9,8.4,19.2,4.7,0,24.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Chemnitz,134175,134528,41.7,20.9,2,23.8,4.8,0,41.7,cduerst,1,38.9,17.5,2.9,23.1,5.3,0,38.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
163,Chemnitzer Umland – Erzgebirgskreis II,136670,137183,35.1,10.3,7.6,17,3.4,0,35.1,cduerst,1,30.6,10.6,7.7,15.3,2.8,0,30.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Chemnitzer Umland - Erzgebirgskreis II,131445,132435,49.6,15.6,2.3,21.9,3.7,0,49.6,cduerst,1,45.3,14.5,2.7,20,3.2,0,45.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
164,Erzgebirgskreis I,163552,163971,34.7,9,7.2,15.2,2.6,0,34.7,cduerst,1,31,9.4,7.4,14.1,2.2,0,31,cduzweit,1,0,0,0,0,0,0,0,0,0,5,Erzgebirgskreis I,157918,158750,50.2,12.1,6.5,20.6,3.2,0,50.2,cduerst,1,46,12.7,3.7,19.4,2.5,0,46,cduzweit,1,0,0,0,0,0,0,0,0,0,5
165,Zwickau,143380,148829,33.7,12.7,13.4,25.7,4.5,0,33.7,cduerst,1,30.3,10.8,7.6,16.6,2.9,0,30.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Zwickau,145582,146054,44.6,15.8,2.7,24.6,3,0,44.6,cduerst,1,44.4,14.8,2.7,21.3,3.2,0,44.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0
166,Vogtlandkreis,140355,140861,35,11.1,5.6,15.5,3.8,0,35,cduerst,1,30.2,11.4,7.2,16,3,0,30.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Vogtlandkreis,136134,136695,48.3,20.7,2.6,19.6,2.6,0,48.3,cduerst,1,44.2,16,2.8,20.2,3.3,0,44.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0
167,Waldeck,140638,140733,33.6,35.1,7.1,6.1,5.7,0,33.6,spderst,2,30,30.9,9.9,7,6.9,0,30,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Waldeck,133701,134416,41.5,41.3,2.7,5.4,6.3,0,41.5,cduerst,1,36.5,36,4.8,5.5,8.1,0,36.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0
168,Kassel,165278,165403,26.9,35.6,5.9,8.8,9.4,0,26.9,spderst,2,25.2,28.3,9.1,11.3,11.4,0,25.2,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Kassel,155463,156479,35.2,40,2.1,8.4,10.7,0,35.2,spderst,2,30.9,34,4,8.7,12.7,0,30.9,spdzweit,2,0,0,0,0,0,0,0,0,0,0
169,Werra-Meißner – Hersfeld-Rotenburg,131232,131067,29.9,41.2,5,5.5,4,0,29.9,spderst,2,29.4,32.6,8.5,6.7,6,0,29.4,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Werra-Meißner - Hersfeld-Rotenburg,126814,127253,40.5,43.1,2,5.7,5,0,40.5,spderst,2,36,36.9,3.9,6,7,0,36,spdzweit,2,0,0,0,0,0,0,0,0,0,0
170,Schwalm-Eder,143087,143052,30.4,37.7,6.5,5.5,5.6,0,30.4,spderst,2,29.2,31.4,9.2,6.5,6.6,0,29.2,spdzweit,2,0,0,0,0,0,0,0,0,0,0,Schwalm-Eder,136829,136981,39.6,42.3,2.2,5,5.8,0,39.6,spderst,2,35.6,36.5,4.6,5.4,7.7,0,35.6,spdzweit,2,0,0,0,0,0,0,0,0,0,0
171,Marburg,140566,140786,33.4,35.7,4.3,8.2,6.4,0,33.4,spderst,2,30.1,26.4,8.7,10.2,9.3,0,30.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Marburg,128002,127909,39.6,43.7,1.7,5.3,5.9,0,39.6,spderst,2,36.7,33.4,4,6.8,10.5,0,36.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
172,Lahn-Dill,152554,152801,38.3,29.7,6.3,4.7,5.8,0,38.3,cduerst,1,33.5,24.7,9.7,6.7,7,0,33.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Lahn-Dill,142835,143103,48.1,34.5,2.1,4.6,6.1,0,48.1,cduerst,1,41.8,30.3,4.4,5.2,7.4,0,41.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
173,Gießen,164158,164313,35.1,28.2,7.7,6.3,8.3,0,35.1,cduerst,1,30.1,23.9,10.3,8.4,9.7,0,30.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Gießen,152302,152723,44.4,35.5,3,5.1,7.3,0,44.4,cduerst,1,38.7,29.7,4.9,6.5,9.7,0,38.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
174,Fulda,159299,158682,45.2,20.2,5.3,4.8,5.6,0,45.2,cduerst,1,39,18.1,10.8,5.8,6.7,0,39,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Fulda,149596,150230,58.3,25,2.4,4.6,5.4,0,58.3,cduerst,1,51.1,22.1,4.9,4.6,6.7,0,51.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
175,Main-Kinzig – Wetterau II – Schotten,135869,136026,36.4,28.3,6.1,5.9,5.4,0,36.4,cduerst,1,31.7,23.6,10.4,6.6,7.1,0,31.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Main-Kinzig - Wetterau II - Schotten,126773,127014,48.8,32.4,2.3,5.3,5.4,0,48.8,cduerst,1,41.2,27.8,5.1,5.5,7.7,0,41.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0
176,Hochtaunus,144260,144609,39.9,23,10.4,5.9,8.9,0,39.9,cduerst,1,33.5,20,15,6.6,9.7,0,33.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Hochtaunus,136975,136883,48.8,28.1,3.6,4,7.3,0,48.8,cduerst,1,43,24.7,7.5,4.6,9.3,0,43,cduzweit,1,0,0,0,0,0,0,0,0,0,0
177,Wetterau I,136921,137220,36.4,29,8.1,4.9,8.3,0,36.4,cduerst,1,32,22.7,12.7,6.7,9.5,0,32,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Wetterau I,127770,128149,47.1,31.9,2.8,4.8,7.4,0,47.1,cduerst,1,40.9,27.3,5.9,5.2,9.4,0,40.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
178,Rheingau-Taunus – Limburg,171338,171625,41.8,25.3,7.6,5.5,7,0,41.8,cduerst,1,34.6,20.7,13.2,6.4,8.9,0,34.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Rheingau-Taunus - Limburg,162032,161924,52.1,29.1,2.3,3.9,5.6,0,52.1,cduerst,1,45.5,25.1,6.3,4.5,8.6,0,45.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0
179,Wiesbaden,137965,138229,34.3,28.6,7,7.7,8.9,0,34.3,cduerst,1,29,21.2,13.3,9.5,11.8,0,29,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Wiesbaden,129630,129683,43.6,35,2.5,4.7,7.5,0,43.6,cduerst,1,38.7,27.8,6.8,5.9,11.7,0,38.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
180,Hanau,132059,132323,35.3,30.4,6.4,5.8,6.1,0,35.3,cduerst,1,29.6,23.5,11.5,7.6,8.6,0,29.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Hanau,124101,124494,44.3,36.4,2.5,5.7,5.8,0,44.3,cduerst,1,39.2,28.6,5.3,6.1,9,0,39.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0
181,Main-Taunus,158525,158859,41.9,21.8,10.9,5,9.1,0,41.9,cduerst,1,34.6,18.1,16.7,6,10.5,0,34.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Main-Taunus,151067,151919,52.5,27.1,4.3,4.2,8.2,0,52.5,cduerst,1,43.8,22.5,8.6,4.2,9.9,0,43.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
182,Frankfurt am Main I,143049,143227,30.5,27.1,9.2,9.7,10.9,0,30.5,cduerst,1,26,20.8,14,12,13.6,0,26,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Frankfurt am Main I,130519,130888,40.2,33,3.2,7.9,9.9,0,40.2,cduerst,1,33.5,26.8,7,8.9,13.3,0,33.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0
183,Frankfurt am Main II,170569,170773,32.4,25.9,8.1,9.1,13.5,0,32.4,cduerst,1,26.8,19.6,14.3,11.7,15.5,0,26.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Frankfurt am Main II,156977,157013,36.3,30.5,3.5,6.1,13.5,0,36.3,cduerst,1,33.9,26.3,7,8.1,15.4,0,33.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
184,Groß-Gerau,130857,131180,35.1,32.4,5.6,6.7,6.8,0,35.1,cduerst,1,30.5,25.4,9.6,8.2,9,0,30.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Groß-Gerau,123304,123689,42.2,38.1,2,6.2,7.7,0,42.2,cduerst,1,36.7,30.5,4.7,6.2,10.6,0,36.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
185,Offenbach,160983,161294,36.4,24.9,7.7,7.7,8.8,0,36.4,cduerst,1,30.6,21.4,12.6,8.8,10.2,0,30.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Offenbach,153603,154250,45.5,31.2,2.8,6.2,8.2,0,45.5,cduerst,1,38.8,26.1,6.4,6.6,10.7,0,38.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
186,Darmstadt,189775,190375,30.7,29.7,6.2,8.5,14.2,0,30.7,cduerst,1,27.4,22.4,11,10.2,14.3,0,27.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Darmstadt,176597,176700,35.9,37.3,2.4,5.2,11.7,0,35.9,spderst,2,34.9,28.5,5.1,6.7,14.2,0,34.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
187,Odenwald,181831,182229,36.1,29,7.2,6.1,7.8,0,36.1,cduerst,1,32.7,23.3,10.9,7.4,8.8,0,32.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Odenwald,171250,171832,46.9,33.6,2.7,5,6.9,0,46.9,cduerst,1,40.9,28.1,5.2,5.5,9.1,0,40.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
188,Bergstraße,153739,154094,38.9,26.9,7.6,5.5,7.6,0,38.9,cduerst,1,33.2,22.3,11.8,6.6,8.8,0,33.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Bergstraße,145129,144559,48.3,31.8,1.9,3.9,5.7,0,48.3,cduerst,1,42.4,27.6,5.5,4.9,8.7,0,42.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0
189,Eichsfeld – Nordhausen – Kyffhäuserkreis,156075,155929,38,14.3,4.9,15.3,2.6,0,38,cduerst,1,33.8,13.9,7.7,14.5,3.1,0,33.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Eichsfeld - Nordhausen - Unstrut-Hainich-Kreis I,132005,132155,49.8,16.5,1.4,19.8,3.1,0,49.8,cduerst,1,44.8,15.3,2.8,19.9,4,0,44.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
190,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,160840,160886,34.4,15.2,5,15.5,3.1,0,34.4,cduerst,1,30,14.4,7.2,15.6,3.5,0,30,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis II,127592,127915,43.3,18.5,1.5,23.7,3.2,0,43.3,cduerst,1,40.2,17,2.4,22.5,4,0,40.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0
191,Jena – Sömmerda – Weimarer Land I,152895,153356,29.2,14.2,5.8,21.4,4.9,0,29.2,cduerst,1,27.4,12.5,8.7,18.5,6.2,0,27.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Kyffhäuserkreis - Sömmerda - Weimarer Land I,125419,125623,43.3,17.1,1.8,26.5,3.1,0,43.3,cduerst,1,39.1,15.4,2.9,24.5,3.8,0,39.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
192,Gotha – Ilm-Kreis,145595,145878,29,18.6,6,15.6,3.3,0,29,cduerst,1,27.8,14,7.7,15.7,3.7,0,27.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Gotha - Ilm-Kreis,139073,139092,37.3,25,1.4,20.1,3,0,37.3,cduerst,1,38.2,17.1,2.4,22.1,4.6,0,38.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0
