date,Deutschland,Deutschland,Albanienerste,Albanienzweite,Andorraerste,Andorrazweite,Anguillaerste,Anguillazweite,Argentinienerste,Argentinienzweite,Aserbaidschanerste,Aserbaidschanzweite,Australienerste,Australienzweite,Bahrainerste,Bahrainzweite,Bangladescherste,Bangladeschzweite,Barbadoserste,Barbadoszweite,Belaruserste,Belaruszweite,Belgienerste,Belgienzweite,Belizeerste,Belizezweite,Bermudaerste,Bermudazweite,Bolivienerste,Bolivienzweite,Brasilienerste,Brasilienzweite,Bulgarienerste,Bulgarienzweite,Cayman Islandserste,Cayman Islandszweite,Chileerste,Chilezweite,Costa Ricaerste,Costa Ricazweite,Dänemarkerste,Dänemarkzweite,Dominicaerste,Dominicazweite,Dominikanische Republikerste,Dominikanische Republikzweite,Ecuadorerste,Ecuadorzweite,El Salvadorerste,El Salvadorzweite,Estlanderste,Estlandzweite,Falkland Inselnerste,Falkland Inselnzweite,Finnlanderste,Finnlandzweite,Frankreicherste,Frankreichzweite,Ghanaerste,Ghanazweite,Gibraltarerste,Gibraltarzweite,Grenadaerste,Grenadazweite,Griechenlanderste,Griechenlandzweite,Großbritannienerste,Großbritannienzweite,Guernseyerste,Guernseyzweite,Guyanaerste,Guyanazweite,Hongkongerste,Hongkongzweite,Indienerste,Indienzweite,Indonesienerste,Indonesienzweite,Iranerste,Iranzweite,Irlanderste,Irlandzweite,Islanderste,Islandzweite,Isle of Manerste,Isle of Manzweite,Israelerste,Israelzweite,Italienerste,Italienzweite,Jerseyerste,Jerseyzweite,Kambodschaerste,Kambodschazweite,Kanadaerste,Kanadazweite,Kolumbienerste,Kolumbienzweite,Kroatienerste,Kroatienzweite,Kuwaiterste,Kuwaitzweite,Lettlanderste,Lettlandzweite,Litauenerste,Litauenzweite,Luxemburgerste,Luxemburgzweite,Malaysiaerste,Malaysiazweite,Maltaerste,Maltazweite,Marokkoerste,Marokkozweite,Mauritiuserste,Mauritiuszweite,Mexikoerste,Mexikozweite,Moldawienerste,Moldawienzweite,Montenegroerste,Montenegrozweite,Montserraterste,Montserratzweite,Neuseelanderste,Neuseelandzweite,Niederlandeerste,Niederlandezweite,Norwegenerste,Norwegenzweite,Omanerste,Omanzweite,Österreicherste,Österreichzweite,Pakistanerste,Pakistanzweite,Paraguayerste,Paraguayzweite,Peruerste,Peruzweite,Philippinenerste,Philippinenzweite,Polenerste,Polenzweite,Portugalerste,Portugalzweite,Ruandaerste,Ruandazweite,Rumänienerste,Rumänienzweite,Russlanderste,Russlandzweite,Saint Luciaerste,Saint Luciazweite,San Marinoerste,San Marinozweite,Schwedenerste,Schwedenzweite,Schweizerste,Schweizzweite,Senegalerste,Senegalzweite,Serbienerste,Serbienzweite,Seychellenerste,Seychellenzweite,Simbabweerste,Simbabwezweite,Singapurerste,Singapurzweite,Slowakeierste,Slowakeizweite,Slowenienerste,Slowenienzweite,Spanienerste,Spanienzweite,Südafrikaerste,Südafrikazweite,Südkoreaerste,Südkoreazweite,Trinidad Tobagoerste,Trinidad Tobagozweite,Tschechienerste,Tschechienzweite,Türkeierste,Türkeizweite,Turks-und Caicosinselnerste,Turks-und Caicosinselnzweite,Ukraineerste,Ukrainezweite,Ungarnerste,Ungarnzweite,Uruguayerste,Uruguayzweite,USAerste,USAzweite,Venezuelaerste,Venezuelazweite,Vereinigte Arabische Emirateerste,Vereinigte Arabische Emiratezweite,Zypernerste,Zypernzweite
2021-01-10,0.78,null,0,null,null,null,null,null,null,null,null,null,null,null,5.25,null,null,null,null,null,null,null,0.23,null,null,null,0,null,null,null,null,null,null,null,null,null,0.06,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.14,null,null,null,1.25,null,null,null,0.43,null,3.37,0.58,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22.48,0.07,1.11,null,null,null,null,null,0.83,0.02,null,null,null,null,null,null,0.37,null,0.86,null,null,null,null,null,null,null,null,null,null,null,0.06,null,null,null,null,null,null,null,null,null,null,null,0.43,null,0.31,null,0.33,null,null,null,null,null,null,null,null,null,0.54,null,0.73,null,null,null,0.56,null,null,null,null,null,null,null,0.48,null,null,null,null,null,0.14,null,null,null,null,null,null,null,0.46,null,1.42,null,null,null,null,null,null,null,null,null,0.47,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,8.46,2.53,0.69,null
2021-01-11,0.86,null,null,null,null,null,null,null,null,null,null,null,null,null,5.44,null,null,null,null,null,null,null,0.28,null,null,null,null,null,null,null,null,null,0.2,null,null,null,0.06,null,null,null,2.02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.18,null,null,null,4.29,null,null,null,0.48,null,3.58,0.61,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22.73,0.29,1.24,null,null,null,null,null,0.94,0.02,null,null,null,null,null,null,0.44,null,0.94,null,0.31,null,null,null,null,null,null,null,null,null,0.07,null,null,null,null,null,null,null,null,null,null,null,0.43,null,0.36,null,0.39,null,null,null,null,null,null,null,null,null,0.68,null,0.74,null,null,null,0.65,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.06,null,0.54,null,1.44,null,0.87,null,null,null,null,null,null,null,0.56,null,null,null,null,null,null,null,null,null,null,null,2.69,null,null,null,null,null,null,null
2021-01-12,0.96,null,0,null,null,null,null,null,null,null,null,null,null,null,5.75,null,null,null,null,null,null,null,0.42,null,null,null,null,null,null,null,null,null,0.23,null,null,null,0.06,null,null,null,2.02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.26,null,null,null,7.42,null,null,null,0.54,null,3.89,0.63,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23.01,0.7,1.38,null,null,null,null,null,1.01,0.02,null,null,null,null,null,null,0.53,null,1.02,null,0.38,null,null,null,null,null,null,null,null,null,0.07,null,null,null,null,null,null,null,null,null,null,null,0.51,null,0.4,null,0.55,null,null,null,null,null,null,null,null,null,0.82,null,0.84,null,null,null,0.73,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.11,null,0.73,null,1.53,null,1.04,null,null,null,null,null,null,null,0.68,null,null,null,null,null,null,null,null,null,null,null,2.79,null,null,null,null,null,null,null
2021-01-13,1.07,null,0.01,null,null,null,null,null,null,null,null,null,null,null,5.96,null,null,null,null,null,null,null,0.6,null,null,null,null,null,null,null,null,null,0.25,null,null,null,0.06,0.01,null,null,2.24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.35,null,null,null,null,null,null,null,0.62,null,4.3,0.65,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23.62,1.36,1.53,null,null,null,null,null,1.07,0.04,null,null,0.84,null,null,null,0.61,null,1.25,null,0.46,null,null,null,null,null,null,null,null,null,0.15,null,null,null,null,null,null,null,null,null,null,null,0.69,null,0.45,null,0.71,null,null,null,null,null,null,null,null,null,0.98,null,0.98,null,null,null,0.8,null,0.69,null,null,null,null,null,null,null,null,null,null,null,null,null,2.03,null,null,null,null,null,0.86,null,1.75,null,1.24,null,null,null,null,null,null,null,0.81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2021-01-14,1.19,0,0.01,null,null,null,null,null,null,null,null,null,null,null,6.44,null,null,null,null,null,null,null,0.8,null,null,null,null,null,null,null,null,null,0.25,null,null,null,0.07,0.03,null,null,2.55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.45,null,null,null,null,null,null,null,0.68,null,4.77,0.65,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24.27,2.16,1.69,null,null,null,null,null,1.16,0.06,null,null,0.93,null,null,null,0.71,null,1.57,null,0.52,null,null,null,null,null,null,null,null,null,0.26,null,null,null,null,null,null,null,null,null,null,null,0.85,null,0.47,null,0.88,null,null,null,null,null,null,null,null,null,1.08,null,1.09,null,null,null,0.8,null,null,null,null,null,null,null,null,null,null,null,null,null,0.27,null,null,null,null,null,null,null,0.99,null,2.07,null,1.45,null,null,null,null,null,null,null,0.95,null,null,null,null,null,null,null,null,null,null,null,2.9,0.4,null,null,null,null,null,null
2021-01-15,1.3,0,0.01,null,null,null,null,null,null,null,null,null,null,null,7.22,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,0.26,null,null,null,0.07,0.04,0.49,0,2.81,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.54,null,null,null,15.24,null,null,null,0.72,null,5.27,0.66,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,24.63,2.58,1.83,null,null,null,null,null,1.27,0.07,null,null,1.01,null,null,null,0.8,null,1.83,null,null,null,null,null,null,null,null,null,null,null,0.32,0,null,null,null,null,null,null,null,null,null,null,0.93,null,null,null,1.08,null,null,null,null,null,null,null,null,null,1.15,null,1.16,null,null,null,0.95,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.07,null,null,null,null,null,1.14,null,2.3,null,1.64,null,null,null,null,null,null,null,1.08,null,null,null,null,null,null,null,null,null,null,null,3.17,0.48,null,null,null,null,null,null
2021-01-16,1.37,0,0.01,null,null,null,null,null,null,null,null,null,null,null,8.06,null,null,null,null,null,null,null,1.04,null,null,null,2.67,null,null,null,0,null,0.26,null,null,null,0.07,0.04,null,null,2.89,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.56,null,null,null,17.35,null,null,null,0.77,0,5.7,0.66,null,null,null,null,null,null,0.01,null,null,null,null,null,null,null,null,null,null,null,24.97,2.88,1.94,null,null,null,null,null,1.36,0.08,null,null,1.12,null,null,null,0.84,null,1.88,null,null,null,null,null,null,null,null,null,null,null,0.36,0,null,null,null,null,null,null,null,null,null,null,0.94,null,0.49,null,1.15,null,null,null,null,null,null,null,null,null,1.21,null,1.18,null,null,null,1.02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.12,null,null,null,null,null,1.16,null,2.32,null,null,null,null,null,null,null,null,null,1.11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.17,null
2021-01-17,1.41,0.02,0.01,null,null,null,null,null,null,null,0,null,null,null,8.32,null,null,null,null,null,null,null,1.07,null,null,null,null,null,null,null,0,null,0.27,null,null,null,0.07,0.04,null,null,2.94,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.58,null,null,null,17.35,null,null,null,null,null,5.98,0.67,null,null,null,null,null,null,0.02,null,null,null,null,null,null,null,null,null,null,null,25.76,3.86,2,0,null,null,null,null,1.43,0.08,null,null,null,null,null,null,0.85,null,1.88,0.04,0.6,null,null,null,2.65,null,null,null,null,null,0.36,0,null,null,null,null,null,null,null,null,0.45,null,0.95,0,0.49,0.01,1.21,0,null,null,null,null,null,null,null,null,1.24,0,1.18,0.01,null,null,1.06,0,null,null,null,null,null,null,1.2,0,null,null,null,null,null,null,null,null,null,null,null,null,1.16,null,2.32,null,null,null,null,null,null,null,null,null,1.14,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2021-01-18,1.48,0.04,0.02,null,null,null,null,null,null,null,null,null,null,null,8.39,null,null,null,null,null,null,null,1.16,0,null,null,null,null,null,null,0,null,0.27,0.02,null,null,0.13,0.04,0.57,0,3,0.05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.69,null,null,null,19.1,null,null,null,0.82,0,6.28,0.67,null,null,null,null,null,null,0.03,null,null,null,null,null,null,null,null,null,null,null,26.57,5.24,2.06,0.01,null,null,null,null,1.54,0.08,null,null,null,null,null,null,0.86,0.03,1.98,0.1,0.73,null,null,null,2.94,null,null,null,null,null,0.38,0.01,null,null,null,null,null,null,null,null,null,null,0.97,0.01,0.49,0.04,1.32,0.01,null,null,null,null,null,null,null,null,1.3,0.01,1.21,0.02,null,null,1.21,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.32,0.01,2.32,0.01,1.92,0,null,null,null,null,null,null,1.25,0.02,null,null,null,null,null,null,1.34,0.02,null,null,null,null,null,null,null,null,null,null
2021-01-19,1.56,0.07,0.02,null,null,null,null,null,null,null,null,null,null,null,8.44,null,null,null,null,null,null,null,1.33,0,null,null,null,null,null,null,0.01,null,0.27,0.05,null,null,0.23,0.04,null,null,3.05,0.09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.86,null,null,null,20.83,null,null,null,0.9,0.01,6.79,0.68,null,null,null,null,null,null,0.05,null,null,null,null,null,null,null,null,null,null,null,27.4,6.83,2.11,0.02,null,null,null,null,1.63,0.1,null,null,1.32,null,null,null,0.86,0.07,2.07,0.25,0.85,null,null,null,3.23,null,null,null,null,null,0.38,0.01,null,null,null,null,null,null,null,null,null,null,1.06,0.02,0.49,0.06,1.59,0.03,null,null,null,null,null,null,null,null,1.4,0.03,1.36,0.09,null,null,1.39,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.16,null,null,null,null,null,1.45,0.02,2.35,0.09,2.05,0.02,null,null,null,null,null,null,1.37,0.05,null,null,null,null,null,null,1.35,0.03,null,null,4.07,0.6,null,null,null,null,null,null
2021-01-20,1.65,0.13,0.02,null,null,null,null,null,0.54,0.01,null,null,null,null,8.47,null,null,null,null,null,null,null,1.51,0.01,null,null,null,null,null,null,0.01,null,0.29,0.06,null,null,0.28,0.04,null,null,3.07,0.12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.05,null,null,null,20.83,null,null,null,1.04,0.02,7.33,0.68,null,null,null,null,null,null,0.06,null,null,null,null,null,null,null,1.68,0.14,null,null,28.29,8.49,2.15,0.02,null,null,null,null,1.7,0.14,null,null,null,null,null,null,0.87,0.11,2.13,0.31,0.99,null,null,null,3.47,null,null,null,null,null,0.38,0.01,null,null,null,null,null,null,null,null,null,null,1.24,0.03,0.49,0.09,1.83,0.04,null,null,null,null,null,null,null,null,1.5,0.07,1.56,0.18,null,null,1.57,0.03,null,null,null,null,null,null,null,null,null,null,null,null,0.66,null,13.39,null,null,null,null,null,1.58,0.03,2.4,0.25,2.16,0.03,null,null,null,null,null,null,1.49,0.07,null,null,null,null,null,null,1.39,0.04,null,null,4.27,0.65,null,null,null,null,null,null
2021-01-21,1.72,0.17,0.02,null,null,null,null,null,0.55,0.04,null,null,null,null,null,null,null,null,null,null,null,null,1.76,0.01,null,null,null,null,null,null,0.06,null,0.3,0.07,null,null,0.3,0.04,null,null,3.1,0.16,null,null,null,null,0,null,null,null,null,null,null,null,null,null,1.25,null,null,null,23.59,null,null,null,1.19,0.02,7.93,0.69,null,null,null,null,null,null,0.08,null,null,null,null,null,null,null,null,null,null,null,29.09,10.38,2.18,0.06,null,null,null,null,1.79,0.17,null,null,null,null,null,null,0.88,0.11,2.16,0.34,1.1,null,null,null,3.74,null,null,null,null,null,0.41,0.01,null,null,null,null,null,null,null,null,null,null,1.4,0.04,null,null,2.04,0.04,null,null,null,null,null,null,null,null,1.6,0.1,1.83,0.23,null,null,1.76,0.05,null,null,null,null,null,null,null,null,null,null,null,null,1.25,null,null,null,null,null,null,null,1.7,0.05,2.47,0.41,2.25,0.1,null,null,null,null,null,null,1.64,0.09,null,null,null,null,null,null,1.44,0.06,null,null,4.5,0.72,null,null,null,null,null,null
2021-01-22,1.83,0.21,null,null,null,null,null,null,0.56,0.06,null,null,null,null,null,null,null,null,null,null,null,null,2.02,0.01,null,null,null,null,null,null,0.12,null,0.31,0.07,null,null,0.3,0.04,null,null,3.11,0.26,null,null,null,null,0,null,null,null,null,null,null,null,null,null,1.41,null,null,null,26.35,null,null,null,1.36,0.02,8.63,0.69,null,null,null,null,null,null,0.1,null,null,null,null,null,null,null,null,null,null,null,29.53,11.2,2.2,0.08,null,null,null,null,1.86,0.2,null,null,null,null,null,null,0.89,0.11,2.17,0.34,null,null,null,null,4.02,null,null,null,null,null,0.46,0.02,null,null,null,null,null,null,null,null,null,null,1.46,0.04,null,null,2.16,0.05,null,null,null,null,null,null,null,null,1.69,0.12,2.07,0.25,null,null,1.95,0.06,null,null,null,null,null,null,null,null,null,null,null,null,1.76,null,17.18,null,null,null,1.03,null,1.83,0.05,2.52,0.46,2.35,0.15,null,null,null,null,null,null,1.78,0.1,null,null,null,null,null,null,1.48,0.07,null,null,4.86,0.82,null,null,null,null,null,null
2021-01-23,1.88,0.26,null,null,null,null,null,null,0.57,0.06,null,null,null,null,null,null,null,null,null,null,null,null,2.09,0.01,null,null,4.71,null,null,null,0.25,null,0.31,0.07,null,null,0.3,0.04,null,null,3.12,0.38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.47,null,null,null,29.11,null,null,null,1.51,0.03,9.36,0.69,null,null,null,null,null,null,0.11,null,null,null,null,null,null,null,null,null,null,null,29.99,11.81,2.21,0.13,null,null,null,null,1.9,0.22,null,null,null,null,null,null,0.9,null,2.17,0.34,null,null,null,null,4.29,null,null,null,null,null,0.46,0.02,null,null,null,null,null,null,null,null,null,null,1.47,0.04,0.49,0.12,2.19,0.05,null,null,null,null,null,null,null,null,1.73,0.12,2.17,0.29,null,null,2.11,0.07,null,null,null,null,null,null,null,null,null,null,null,null,2.4,null,18.66,null,null,null,null,null,1.83,0.05,2.54,0.48,null,null,null,null,null,null,null,null,1.81,0.11,null,null,null,null,null,null,1.5,0.08,null,null,5.2,0.91,null,null,null,null,1.75,0.23
2021-01-24,1.93,0.3,null,null,null,null,null,null,0.58,0.07,null,null,null,null,null,null,null,null,null,null,null,null,2.1,0.01,null,null,null,null,null,null,0.28,null,0.31,0.07,null,null,0.3,0.04,null,null,3.13,0.49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.48,null,null,null,30.69,null,null,null,null,null,9.68,0.69,9.17,0.78,null,null,null,null,0.12,null,null,null,null,null,null,null,null,null,null,null,30.78,13.43,2.21,0.18,8.25,3.02,null,null,1.93,0.23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.25,0.27,null,null,null,null,0.47,0.02,null,null,null,null,null,null,null,null,0.86,null,1.47,0.04,0.49,0.16,2.21,0.05,null,null,null,null,null,null,null,null,1.74,0.13,2.21,0.3,null,null,2.25,0.07,null,null,null,null,null,null,2.21,0.1,null,null,null,null,3.2,null,null,null,null,null,null,null,1.83,0.05,2.54,0.49,2.46,0.19,null,null,null,null,null,null,1.83,0.11,null,null,null,null,null,null,1.52,0.1,null,null,5.53,0.96,null,null,null,null,null,null
2021-01-25,2,0.34,null,null,0.75,null,null,null,0.58,0.07,null,null,null,null,null,null,null,null,null,null,null,null,2.2,0.01,null,null,null,null,null,null,0.33,null,0.32,0.07,null,null,0.3,0.05,0.9,0.05,3.14,0.53,null,null,null,null,null,null,null,null,null,null,null,null,1.91,0.08,1.58,null,null,null,31.28,null,null,null,1.65,0.08,10.1,0.7,null,null,null,null,null,null,0.15,null,null,null,null,null,null,null,3.06,1.4,4.58,0.37,31.71,15.04,2.22,0.29,null,null,null,null,1.96,0.27,null,null,1.41,0.29,null,null,0.9,0.15,2.18,0.34,1.17,0.2,null,null,4.46,0.33,null,null,0,null,0.48,0.02,null,null,null,null,null,null,null,null,null,null,1.48,0.04,0.49,0.19,2.22,0.05,null,null,null,null,null,null,null,null,1.85,0.2,null,null,null,null,2.39,0.13,null,null,null,null,null,null,null,null,null,null,null,null,3.77,null,20.22,null,null,null,null,null,1.95,0.09,2.54,0.49,2.5,0.26,null,null,null,null,null,null,1.92,0.14,null,null,null,null,null,null,1.55,0.13,null,null,5.76,1,null,null,null,null,null,null
2021-01-26,2.06,0.4,null,null,null,null,null,null,0.59,0.09,null,null,null,null,9.75,null,0,null,null,null,null,null,2.29,0.02,null,null,null,null,null,null,0.4,null,0.34,0.08,null,null,0.3,0.05,null,null,3.14,0.56,null,null,null,null,null,null,null,null,null,null,null,null,1.99,0.13,1.72,0.01,null,null,32.87,null,null,null,1.77,0.13,10.55,0.7,null,null,null,null,null,null,0.15,null,null,null,null,null,null,null,null,null,4.99,0.75,32.62,16.49,2.22,0.41,null,null,null,null,2,0.3,null,null,null,null,null,null,0.9,0.19,2.27,0.36,1.32,0.2,null,null,4.68,0.38,null,null,null,null,0.48,0.02,null,null,null,null,null,null,null,null,null,null,1.52,0.08,0.49,0.22,2.31,0.06,null,null,null,null,null,null,null,null,2.07,0.33,null,null,null,null,2.54,0.21,null,null,null,null,null,null,null,null,null,null,null,null,4.7,null,23.1,null,null,null,null,null,2.08,0.1,2.54,0.57,2.53,0.37,null,null,null,null,null,null,2.01,0.18,null,null,null,null,null,null,1.58,0.18,null,null,5.95,1.04,null,null,null,null,null,null
2021-01-27,2.13,0.47,null,null,null,null,null,null,0.6,0.1,null,null,null,null,9.86,null,0,null,null,null,null,null,2.41,0.05,null,null,null,null,null,null,0.53,null,0.36,0.11,null,null,0.3,0.05,null,null,3.15,0.64,null,null,null,null,0.02,null,null,null,null,null,null,null,2.12,0.17,1.86,0.02,null,null,32.87,null,null,null,1.9,0.17,11.01,0.7,null,null,null,null,null,null,0.17,null,null,null,null,null,2.99,0.28,3.14,1.41,5.35,1.22,33.52,17.93,2.23,0.52,null,null,null,null,2.14,0.22,null,null,null,null,null,null,0.9,0.23,2.41,0.47,1.45,0.21,null,null,4.85,0.47,null,null,null,null,0.48,0.02,null,null,null,null,null,null,null,null,null,null,1.73,0.21,0.49,0.24,2.39,0.07,null,null,null,null,null,null,null,null,2.27,0.4,null,null,null,null,2.67,0.3,null,null,null,null,null,null,null,null,null,null,null,null,5.32,null,26.02,null,null,null,1.93,0,2.2,0.1,2.55,0.79,2.57,0.41,null,null,null,null,null,null,2.1,0.22,null,null,null,null,null,null,1.67,0.27,null,null,6.19,1.14,null,null,null,null,null,null
2021-01-28,2.19,0.53,null,null,null,null,null,null,0.61,0.11,null,null,null,null,9.96,null,0,null,null,null,null,null,2.54,0.11,null,null,null,null,null,null,0.68,null,0.39,0.16,null,null,0.3,0.05,null,null,3.15,0.78,null,null,null,null,null,null,null,null,1.92,0.47,null,null,2.31,0.19,2.02,0.04,null,null,36.6,null,null,null,2.02,0.23,11.62,0.7,null,null,null,null,null,null,0.21,null,0.13,0,null,null,null,null,null,null,6.17,1.22,34.43,19.44,2.24,0.67,null,null,null,null,2.18,0.24,null,null,null,null,null,null,0.91,0.27,2.53,0.61,1.58,0.24,null,null,5.02,0.57,null,null,null,null,0.49,0.02,null,null,null,null,null,null,null,null,null,null,1.93,0.33,null,null,2.46,0.09,null,null,null,null,null,null,null,null,2.43,0.47,null,null,null,null,2.78,0.39,null,null,null,null,null,null,null,null,null,null,null,null,5.9,null,29.26,null,null,null,null,null,2.36,0.13,2.58,1.06,2.61,0.54,null,null,null,null,null,null,2.16,0.28,null,null,null,null,null,null,1.81,0.39,null,null,6.49,1.27,null,null,null,null,null,null
2021-01-29,2.26,0.6,null,null,null,null,null,null,0.62,0.15,null,null,null,null,9.98,null,null,null,null,null,null,null,2.64,0.18,null,null,null,null,null,null,0.78,null,0.4,0.19,null,null,0.3,0.05,null,null,3.17,1.1,null,null,null,null,null,null,null,null,1.99,0.57,null,null,2.48,0.26,2.14,0.06,null,null,38.19,null,null,null,2.12,0.31,12.34,0.71,null,null,null,null,null,null,0.25,null,0.15,0,null,null,null,null,null,null,6.86,1.21,34.86,20.18,2.25,0.82,null,null,null,null,2.22,0.27,null,null,null,null,null,null,0.91,0.32,2.64,0.8,null,null,null,null,5.18,0.67,null,null,null,null,0.49,0.02,null,null,null,null,null,null,null,null,null,null,2,0.37,null,null,2.52,0.2,null,null,null,null,null,null,null,null,2.5,0.52,null,null,null,null,2.88,0.48,null,null,null,null,null,null,null,null,null,null,null,null,6.33,null,31.38,null,null,null,null,null,2.53,0.17,2.61,1.25,null,null,null,null,null,null,null,null,2.22,0.35,null,null,null,null,null,null,2.05,0.51,null,null,6.83,1.43,null,null,null,null,null,null
2021-01-30,2.3,0.65,null,null,null,null,null,null,0.62,0.19,null,null,null,null,10.02,null,null,null,null,null,null,null,2.65,0.21,null,null,7.86,null,null,null,0.91,null,0.4,0.19,null,null,0.3,0.05,null,null,3.19,1.32,null,null,null,null,null,null,null,null,2.08,0.72,null,null,2.61,0.32,2.18,0.07,null,null,38.19,null,null,null,2.23,0.37,13.22,0.72,null,null,null,null,null,null,0.27,null,0.18,0.01,null,null,null,null,null,null,null,null,35.25,20.67,2.26,0.96,null,null,null,null,2.23,0.29,null,null,null,null,null,null,0.91,0.34,2.65,0.81,null,null,null,null,5.3,0.78,null,null,null,null,0.49,0.03,null,null,null,null,null,null,null,null,null,null,2,0.38,null,null,2.54,0.22,null,null,null,null,null,null,null,null,2.53,0.52,2.6,0.64,null,null,2.97,0.53,null,null,null,null,null,null,null,null,null,null,null,null,6.43,null,null,null,null,null,null,null,2.56,0.17,2.61,1.25,null,null,null,null,null,null,null,null,2.23,0.36,null,null,null,null,null,null,2.3,0.59,null,null,7.2,1.57,null,null,null,null,2.24,0.63
2021-01-31,2.34,0.69,null,null,null,null,null,null,null,null,null,null,null,null,10.08,null,null,null,null,null,null,null,2.66,0.21,null,null,null,null,null,null,0.96,null,0.4,0.19,null,null,0.3,0.05,null,null,3.21,1.53,null,null,null,null,null,null,null,null,2.1,0.77,null,null,null,null,2.19,0.07,null,null,38.25,1.19,null,null,null,null,13.69,0.73,null,null,null,null,null,null,0.27,null,0.18,0.01,null,null,3.05,1,null,null,null,null,36.1,21.36,2.26,1.06,11.58,3.1,null,null,2.24,0.3,null,null,null,null,null,null,null,null,2.65,0.81,1.72,0.27,null,null,5.39,0.89,null,null,null,null,0.49,0.03,null,null,null,null,null,null,null,null,1.91,0.09,2,0.38,null,null,2.54,0.24,null,null,null,null,null,null,null,null,2.58,0.53,2.63,0.67,null,null,3.04,0.55,null,null,null,null,null,null,2.83,0.34,null,null,null,null,null,null,null,null,null,null,2.65,0,2.56,0.17,2.61,1.25,2.68,0.77,null,null,null,null,null,null,2.23,0.37,null,null,null,null,null,null,2.46,0.63,null,null,7.54,1.69,null,null,null,null,null,null
2021-02-01,2.4,0.77,null,null,1.34,null,null,null,0.62,0.21,null,null,null,null,10.16,null,null,null,null,null,null,null,2.69,0.24,null,null,null,null,null,null,0.99,null,0.42,0.2,null,null,0.3,0.05,0.9,0.23,3.23,1.67,null,null,null,null,null,null,null,null,2.12,0.78,null,null,2.63,0.33,2.27,0.1,null,null,38.51,3.93,null,null,2.37,0.45,14.21,0.73,null,null,null,null,null,null,0.29,null,0.2,0.01,null,null,null,null,null,null,null,null,37.04,21.77,2.27,1.19,null,null,null,null,2.28,0.31,null,null,1.43,0.61,null,null,0.91,0.42,2.69,0.88,1.81,0.3,null,null,5.55,1.01,null,null,0.02,null,0.49,0.03,null,null,null,null,null,null,null,null,null,null,2.01,0.38,null,null,2.56,0.27,null,null,null,null,null,null,null,null,2.64,0.62,2.65,0.67,null,null,3.11,0.64,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35.67,null,null,null,null,null,2.72,0.23,2.61,1.25,2.68,0.9,null,null,null,null,null,null,2.27,0.44,null,null,null,null,null,null,2.52,0.71,null,null,7.78,1.77,null,null,null,null,null,null
